"","Provider.ID","READM_30_AMI_Score","READM_30_CABG_Score","READM_30_COPD_Score","READM_30_HF_Score","READM_30_HIP_KNEE_Score","READM_30_HOSP_WIDE_Score","READM_30_PN_Score","READM_30_STK_Score"
"477",10061,-0.0638847246205706,-0.0333682828187631,-0.716302798362277,0.517791326791335,-0.0133664438165406,0.16056049377895,-0.770715498448949,1.97981811199957
"491",10062,-0.0638847246205706,-0.0333682828187631,-1.08739994619287,-0.896454039691066,-0.0133664438165406,-0.485381773277654,-0.304765949570703,-0.0454777280394822
"505",10065,-1.30687958871711,-0.0333682828187631,-2.62095890960278,-0.739315665637467,2.71122889998745,0.418937400601592,0.549474890039417,0.714008211975161
"519",10069,-0.0638847246205706,-0.0333682828187631,0.675311506002437,-0.817884852664268,-0.0133664438165406,-0.485381773277654,-0.848373756595325,-0.298639708044362
"533",10073,-0.0638847246205706,-0.0333682828187631,-0.437979937489334,-0.739315665637467,-0.0133664438165406,-0.227004866455011,-0.460082465863452,-0.0454777280394822
"547",10078,1.4898588555001,-0.0333682828187631,-2.62095890960278,-1.36786916185187,3.94968132898926,-0.614570226688974,-0.149449433277955,-0.551801688049245
"561",10079,-0.0638847246205706,-0.0333682828187631,1.51028008862127,0.753498887871733,-0.756437901217627,0.548125854012912,1.32605747150316,0.840589201977601
"575",10083,-0.530007798656774,-0.0333682828187631,-2.47901425055758,-0.267900543476665,2.21584792838672,-0.227004866455011,0.93776618077129,-0.0454777280394822
"589",10085,1.0237357814639,-0.0333682828187631,0.768085792960086,-0.189331356449867,-0.756437901217627,-1.26051249374558,0.704791406332166,-0.298639708044362
"603",10086,-0.0638847246205706,-0.0333682828187631,1.60305437557891,-0.346469730503467,-0.0133664438165406,0.16056049377895,-1.2366650473272,-0.172058718041922
"617",10087,-0.0638847246205706,-0.0333682828187631,0.396988645129493,-0.110762169423066,-0.0133664438165406,1.06487966765819,-0.0717911751315794,2.23298009200445
"631",10089,1.4898588555001,-0.0333682828187631,1.41750580166362,0.674929700844934,0.482014527784184,0.0313720403676295,-0.460082465863452,0.207684251965398
"645",10090,1.64523321351217,-0.0333682828187631,0.582537219044791,-0.739315665637467,0.234324041983823,-0.0978164130436907,2.64624785999153,1.85323712199713
"659",10091,-0.0638847246205706,-0.0333682828187631,-0.437979937489334,-0.739315665637467,-0.0133664438165406,-0.743758680100294,-1.15900678918082,-0.0454777280394822
"673",10092,2.88822807760871,-0.0333682828187631,-0.15965707661639,0.674929700844934,2.21584792838672,0.677314307424235,1.48137398779591,0.967170191980043
"687",10095,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.16056049377895,-0.382424207717076,-0.0454777280394822
"701",10097,-0.0638847246205706,-0.0333682828187631,0.118665784256553,0.0463762046305336,-0.0133664438165406,-0.356193319866331,-0.382424207717076,-0.0454777280394822
"715",10099,-0.0638847246205706,-0.0333682828187631,1.60305437557891,-0.817884852664268,-0.0133664438165406,0.289748947190272,-0.227107691424328,0.33426524196784
"729",10100,-2.08375137877745,-0.0333682828187631,-2.57178853751523,-0.660746478610666,-0.0133664438165406,-0.872947133511614,-0.460082465863452,-2.57709752808829
"743",10101,-0.0638847246205706,-0.0333682828187631,-0.530754224446983,0.989206448952133,-0.0133664438165406,0.418937400601592,0.316500115600293,0.081103261962958
"757",10102,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-1.08134853103445,-0.0454777280394822
"771",10103,1.33448449748803,-0.0333682828187631,0.118665784256553,0.203514578684133,-0.261056929616902,-0.0978164130436907,-1.62495633805907,0.840589201977601
"785",10104,-1.77300266275332,-0.0333682828187631,0.95363436687538,-1.21073078779827,1.47277647098563,-0.356193319866331,0.93776618077129,0.840589201977601
"799",10108,-0.0638847246205706,-0.0333682828187631,-1.18017423315051,0.360652952737733,-0.0133664438165406,-1.26051249374558,0.62713314818579,-0.551801688049245
"813",10109,-0.0638847246205706,-0.0333682828187631,1.69582866253656,0.124945391657335,-0.0133664438165406,0.289748947190272,-0.6153989821562,-0.0454777280394822
"827",10110,-0.0638847246205706,-0.0333682828187631,0.582537219044791,-0.346469730503467,-0.0133664438165406,1.45244502789216,0.62713314818579,-0.0454777280394822
"841",10112,-0.0638847246205706,-0.0333682828187631,-0.99462565923522,-0.189331356449867,-0.0133664438165406,-0.743758680100294,1.79200702038141,-0.0454777280394822
"855",10113,-0.0638847246205706,-0.0333682828187631,2.25247438428245,0.910637261925335,1.22508598518527,1.06487966765819,1.40371572964954,3.11904702202153
"869",10114,0.0914896333914936,-0.0333682828187631,-2.01514281576934,0.0463762046305336,-0.261056929616902,-0.743758680100294,-0.149449433277955,-0.678382678051685
"883",10118,2.73285371959665,-0.0333682828187631,-2.29346567664229,1.30348319705934,-0.0133664438165406,-0.485381773277654,0.394158373746669,3.11904702202153
"897",10120,-0.0638847246205706,-0.0333682828187631,0.396988645129493,-1.21073078779827,-0.0133664438165406,0.806502760835553,1.79200702038141,-0.425220698046805
"911",10125,-0.0638847246205706,-0.0333682828187631,-2.62095890960278,-0.267900543476665,-0.0133664438165406,-2.42320857444746,-2.32388066137644,0.460846231970281
"925",10126,-0.0638847246205706,-0.0333682828187631,1.13918294079067,1.38205238408613,0.482014527784184,-0.356193319866331,-1.00369027288807,-0.298639708044362
"939",10128,-0.0638847246205706,-0.0333682828187631,-1.45849709402346,0.0463762046305336,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"953",10129,-0.0638847246205706,-0.0333682828187631,0.95363436687538,0.360652952737733,-0.0133664438165406,1.58163348130348,0.00586708301479624,1.60007514199225
"967",10130,-0.0638847246205706,-0.0333682828187631,-0.623528511404628,0.753498887871733,-0.0133664438165406,0.806502760835553,2.49093134369878,0.207684251965398
"981",10131,1.17911013947597,-0.0333682828187631,-0.99462565923522,1.30348319705934,0.482014527784184,0.0313720403676295,-0.460082465863452,-0.0454777280394822
"995",10138,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.418937400601592,-0.0717911751315794,-0.0454777280394822
"1009",10139,0.868361423451831,-0.0333682828187631,1.13918294079067,-0.975023226717867,0.977395499384909,0.16056049377895,1.01542443891766,2.23298009200445
"1023",10144,2.42210500357251,-0.0333682828187631,0.0258914972989044,0.753498887871733,0.482014527784184,0.16056049377895,0.93776618077129,2.23298009200445
"1037",10146,-0.0638847246205706,-0.0333682828187631,0.304214358171848,-0.267900543476665,-0.0133664438165406,-0.485381773277654,1.32605747150316,-0.0454777280394822
"1051",10148,-0.0638847246205706,-0.0333682828187631,1.04640865383303,-0.110762169423066,-0.0133664438165406,-0.227004866455011,0.161183599307545,0.967170191980043
"1065",10149,-0.21925908263264,-0.0333682828187631,-0.15965707661639,0.124945391657335,-0.0133664438165406,-1.77726630739086,0.00586708301479624,0.33426524196784
"1079",10150,-0.0638847246205706,-0.0333682828187631,-1.64404566793875,-0.110762169423066,-0.261056929616902,-0.485381773277654,0.471816631893042,-0.0454777280394822
"1093",10157,-0.0638847246205706,-0.0333682828187631,1.04640865383303,0.517791326791335,-1.25181887281835,-0.0978164130436907,1.40371572964954,0.460846231970281
"1107",10158,-0.0638847246205706,-0.0333682828187631,0.304214358171848,0.596360513818133,1.96815744258636,0.677314307424235,2.87922263443065,0.33426524196784
"1121",10164,-0.840756514680908,-0.0333682828187631,-0.716302798362277,-0.0321929823962676,2.71122889998745,-0.227004866455011,0.316500115600293,0.207684251965398
"1135",10168,-0.0638847246205706,-0.0333682828187631,-0.437979937489334,-0.0321929823962676,-1.00412838701799,0.806502760835553,-0.460082465863452,-0.0454777280394822
"1149",10169,-0.0638847246205706,-0.0333682828187631,-0.345205650531685,-0.660746478610666,-0.0133664438165406,-0.872947133511614,0.316500115600293,0.587427221972721
"1163",11300,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.227004866455011,-0.0717911751315794,-0.0454777280394822
"1177",11302,-0.0638847246205706,-0.0333682828187631,-0.252431363574039,-0.0321929823962676,-0.0133664438165406,-0.485381773277654,0.238841857453918,-0.0454777280394822
"1191",11304,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.0313720403676295,-0.926032014741699,-0.0454777280394822
"1205",11305,-0.0638847246205706,-0.0333682828187631,-0.809077085319923,0.124945391657335,-0.0133664438165406,0.0313720403676295,-0.848373756595325,-0.0454777280394822
"1219",13300,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1233",13301,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1247",20001,-2.39450009480158,-0.0333682828187631,0.118665784256553,-1.91785347103947,-0.261056929616902,-2.55239702785878,-2.32388066137644,-3.2100024781005
"1261",20006,1.4898588555001,-0.0333682828187631,0.396988645129493,-0.896454039691066,1.96815744258636,-0.485381773277654,0.0835253411611691,0.840589201977601
"1275",20008,-0.0638847246205706,-0.0333682828187631,-1.5512713809811,0.282083765710934,-0.508747415417263,-0.356193319866331,-0.693057240302576,-0.425220698046805
"1289",20012,-1.77300266275332,-0.0333682828187631,0.675311506002437,-0.817884852664268,-1.49950935861871,-1.26051249374558,-1.15900678918082,0.714008211975161
"1303",20017,-0.374633440644705,-0.0333682828187631,0.304214358171848,-1.36786916185187,1.47277647098563,-1.64807785397954,-1.62495633805907,-1.05812564805901
"1317",20018,-0.0638847246205706,-0.0333682828187631,-0.530754224446983,-0.896454039691066,-0.0133664438165406,-1.26051249374558,-0.6153989821562,-0.0454777280394822
"1331",20024,-0.0638847246205706,-0.0333682828187631,0.0258914972989044,1.61775994516653,1.720466956786,0.418937400601592,-0.537740724009828,0.081103261962958
"1345",20026,-0.685382156668844,-0.0333682828187631,-0.809077085319923,1.46062157111293,-0.261056929616902,0.0313720403676295,0.782449664478541,0.207684251965398
"1359",21301,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.356193319866331,-0.0717911751315794,-0.0454777280394822
"1373",21302,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1387",21303,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.16056049377895,-0.0717911751315794,-0.0454777280394822
"1401",21304,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1415",21305,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.227004866455011,-0.0717911751315794,-0.0454777280394822
"1429",21306,-0.0638847246205706,-0.0333682828187631,-0.345205650531685,-0.0321929823962676,-0.0133664438165406,-0.485381773277654,-0.693057240302576,-0.0454777280394822
"1443",21307,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1457",21308,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.614570226688974,-0.460082465863452,-0.0454777280394822
"1471",21309,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.227004866455011,0.394158373746669,-0.0454777280394822
"1485",21310,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1499",21311,-0.0638847246205706,-0.0333682828187631,-0.252431363574039,-0.0321929823962676,0.482014527784184,-0.356193319866331,-0.0717911751315794,-0.0454777280394822
"1513",21312,-0.0638847246205706,-0.0333682828187631,0.211440071214199,-0.0321929823962676,-0.0133664438165406,0.16056049377895,-0.0717911751315794,-0.0454777280394822
"1527",21313,-0.0638847246205706,-0.0333682828187631,-0.252431363574039,0.0463762046305336,-0.0133664438165406,-0.356193319866331,-0.304765949570703,-0.0454777280394822
"1541",30001,-0.0638847246205706,-0.0333682828187631,1.23195722774832,-0.425038917530268,-0.0133664438165406,0.548125854012912,-0.0717911751315794,-0.0454777280394822
"1555",30002,0.246863991403563,-0.0333682828187631,-0.716302798362277,-1.13216160077147,-0.508747415417263,0.16056049377895,-0.0717911751315794,-1.18470663806145
"1569",30006,0.0914896333914936,-0.0333682828187631,-1.08739994619287,-0.503608104557066,-1.49950935861871,-1.00213558692293,-1.85793111249819,-0.0454777280394822
"1583",30007,-0.685382156668844,-0.0333682828187631,-2.01514281576934,-2.62497615428067,-0.0133664438165406,-2.55239702785878,-0.382424207717076,-1.56444960806877
"1597",30010,-1.15150523070504,-0.0333682828187631,1.04640865383303,-2.74361562669113,-0.756437901217627,-0.872947133511614,0.00586708301479624,-2.19735455808097
"1611",30011,0.557612707427697,-0.0333682828187631,-1.18017423315051,-0.346469730503467,-1.74719984441908,-2.0356432142135,-0.0717911751315794,0.714008211975161
"1625",30012,-0.685382156668844,-0.0333682828187631,-0.252431363574039,-0.425038917530268,-1.25181887281835,0.418937400601592,-0.227107691424328,-3.46316445810538
"1639",30013,0.557612707427697,-0.0333682828187631,1.13918294079067,-1.28929997482507,0.729705013584548,0.677314307424235,1.86966527852778,-0.425220698046805
"1653",30014,-0.21925908263264,-0.0333682828187631,0.396988645129493,-0.660746478610666,-0.0133664438165406,-0.614570226688974,-1.5472980799127,-0.0454777280394822
"1667",30016,-0.996130872692978,-0.0333682828187631,0.118665784256553,2.08917506732734,0.234324041983823,-0.614570226688974,-0.382424207717076,0.207684251965398
"1681",30022,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,0.832068074898534,-0.0133664438165406,-1.00213558692293,-1.00369027288807,-0.0454777280394822
"1695",30023,-0.374633440644705,-0.0333682828187631,-1.27294852010816,-1.60357672293227,-2.2425808160198,-2.55239702785878,-2.32388066137644,-1.31128762806389
"1709",30024,0.246863991403563,-0.0333682828187631,0.489762932087142,-0.896454039691066,-0.0133664438165406,-0.356193319866331,-0.460082465863452,-1.31128762806389
"1723",30030,-1.15150523070504,-0.0333682828187631,-0.345205650531685,-0.110762169423066,0.482014527784184,0.677314307424235,0.394158373746669,-0.678382678051685
"1737",30033,-0.374633440644705,-0.0333682828187631,0.396988645129493,-0.503608104557066,1.47277647098563,-0.356193319866331,0.549474890039417,-0.551801688049245
"1751",30036,-0.0638847246205706,-0.0333682828187631,-1.9223685288117,-1.83928428401267,-0.508747415417263,-1.3897009471569,-1.78027285435182,-0.425220698046805
"1765",30037,0.246863991403563,-0.0333682828187631,0.304214358171848,0.203514578684133,-0.756437901217627,-1.13132404033426,-1.08134853103445,-0.0454777280394822
"1779",30038,1.17911013947597,-0.0333682828187631,0.118665784256553,-0.425038917530268,0.729705013584548,-0.0978164130436907,-0.0717911751315794,1.4734941519898
"1793",30043,1.4898588555001,-0.0333682828187631,-1.08739994619287,0.674929700844934,0.234324041983823,0.0313720403676295,0.471816631893042,1.09375118198248
"1807",30055,0.246863991403563,-0.0333682828187631,0.304214358171848,2.24631344138093,0.234324041983823,1.7108219347148,3.11219740886978,0.840589201977601
"1821",30061,-0.840756514680908,-0.0333682828187631,0.211440071214199,-0.267900543476665,-0.508747415417263,-1.51888940056822,0.00586708301479624,0.33426524196784
"1835",30062,-1.30687958871711,-0.0333682828187631,-1.08739994619287,-2.23213021914667,-0.756437901217627,-2.16483166762482,-2.01324762879094,-1.43786861806633
"1849",30064,1.4898588555001,-0.0333682828187631,1.41750580166362,-0.896454039691066,-1.99489033021944,0.548125854012912,0.0835253411611691,-0.678382678051685
"1863",30065,-0.685382156668844,-0.0333682828187631,2.06692581036715,0.0463762046305336,0.977395499384909,0.677314307424235,0.394158373746669,0.33426524196784
"1877",30068,-0.0638847246205706,-0.0333682828187631,-0.345205650531685,0.360652952737733,0.234324041983823,-0.872947133511614,-0.382424207717076,-0.0454777280394822
"1891",30069,0.402238349415633,-0.0333682828187631,0.582537219044791,0.0463762046305336,1.720466956786,0.548125854012912,-1.2366650473272,0.840589201977601
"1905",30071,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,1.93203669327373,-0.0133664438165406,0.548125854012912,0.782449664478541,-0.0454777280394822
"1919",30073,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,0.517791326791335,0.482014527784184,-0.614570226688974,-0.537740724009828,-0.0454777280394822
"1933",30074,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.16056049377895,-0.0717911751315794,-0.0454777280394822
"1947",30077,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.0978164130436907,-0.0717911751315794,-0.0454777280394822
"1961",30078,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,-0.614570226688974,-0.537740724009828,-0.0454777280394822
"1975",30083,-1.15150523070504,-0.0333682828187631,-0.716302798362277,0.282083765710934,-0.261056929616902,0.806502760835553,1.40371572964954,-0.0454777280394822
"1989",30084,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.548125854012912,1.32605747150316,-0.0454777280394822
"2003",30085,-1.30687958871711,-0.0333682828187631,-1.27294852010816,-1.36786916185187,0.482014527784184,-0.743758680100294,0.0835253411611691,0.081103261962958
"2017",30087,-1.30687958871711,-0.0333682828187631,-1.45849709402346,0.282083765710934,-0.756437901217627,-0.743758680100294,-1.08134853103445,-2.19735455808097
"2031",30088,0.868361423451831,-0.0333682828187631,-2.38623996359993,-0.0321929823962676,0.977395499384909,-1.64807785397954,0.0835253411611691,-0.551801688049245
"2045",30089,-1.30687958871711,-0.0333682828187631,0.0258914972989044,-1.28929997482507,1.22508598518527,-1.00213558692293,-0.149449433277955,-1.43786861806633
"2059",30092,-0.996130872692978,-0.0333682828187631,0.768085792960086,1.53919075813973,-0.261056929616902,0.0313720403676295,0.316500115600293,-0.0454777280394822
"2073",30093,-1.61762830474125,-0.0333682828187631,-0.530754224446983,-1.44643834887867,2.21584792838672,-1.64807785397954,-0.149449433277955,-2.07077356807853
"2087",30094,-0.530007798656774,-0.0333682828187631,-0.252431363574039,-0.660746478610666,-0.261056929616902,-0.227004866455011,-1.31432330547357,-0.931544658056565
"2101",30101,1.33448449748803,-0.0333682828187631,-0.252431363574039,1.93203669327373,1.47277647098563,1.19406812106952,0.549474890039417,-0.172058718041922
"2115",30103,-3.32674624287399,-0.0333682828187631,-2.20069138968464,-2.74361562669113,-2.49027130182016,-2.0356432142135,-1.62495633805907,-1.94419257807609
"2129",30105,-3.32674624287399,-0.0333682828187631,-1.08739994619287,-2.74361562669113,-0.0133664438165406,-1.90645476080218,-0.227107691424328,-0.0454777280394822
"2143",30107,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.756437901217627,-1.26051249374558,-0.0717911751315794,-0.0454777280394822
"2157",30108,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,1.96815744258636,-0.227004866455011,-0.0717911751315794,-0.0454777280394822
"2171",30110,3.19897679363284,-0.0333682828187631,0.211440071214199,-0.346469730503467,-0.0133664438165406,-0.614570226688974,0.00586708301479624,1.85323712199713
"2185",30111,1.0237357814639,-0.0333682828187631,0.211440071214199,-1.05359241374467,-0.0133664438165406,0.418937400601592,-0.926032014741699,0.714008211975161
"2199",30112,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,3.94968132898926,1.58163348130348,-0.0717911751315794,-0.0454777280394822
"2213",30113,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.0313720403676295,-0.304765949570703,-0.0454777280394822
"2227",30114,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.739315665637467,-2.2425808160198,-0.227004866455011,-0.537740724009828,-0.298639708044362
"2241",30115,-0.530007798656774,-0.0333682828187631,-1.08739994619287,-0.975023226717867,1.22508598518527,-0.614570226688974,-0.460082465863452,0.840589201977601
"2255",30117,-1.30687958871711,-0.0333682828187631,-0.437979937489334,0.989206448952133,0.234324041983823,-0.227004866455011,0.860107922624914,0.207684251965398
"2269",30118,0.557612707427697,-0.0333682828187631,-0.623528511404628,-0.503608104557066,-1.00412838701799,-1.51888940056822,1.01542443891766,-0.804963668054125
"2283",30119,-0.530007798656774,-0.0333682828187631,0.304214358171848,0.203514578684133,0.482014527784184,0.289748947190272,0.860107922624914,-0.298639708044362
"2297",30120,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,1.19406812106952,0.0835253411611691,-0.0454777280394822
"2311",30121,-0.530007798656774,-0.0333682828187631,0.396988645129493,1.53919075813973,1.22508598518527,0.0313720403676295,0.238841857453918,-0.931544658056565
"2325",30122,-0.0638847246205706,-0.0333682828187631,0.489762932087142,1.22491401003253,1.22508598518527,1.19406812106952,-0.926032014741699,-0.172058718041922
"2339",30123,-0.996130872692978,-0.0333682828187631,-0.15965707661639,-0.739315665637467,-1.74719984441908,-1.3897009471569,-0.926032014741699,-0.0454777280394822
"2353",30130,-0.0638847246205706,-0.0333682828187631,-1.18017423315051,-0.896454039691066,0.729705013584548,-1.00213558692293,-0.770715498448949,-0.0454777280394822
"2367",30131,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-1.00412838701799,0.548125854012912,-0.0717911751315794,-0.0454777280394822
"2381",30132,-0.0638847246205706,-0.0333682828187631,-0.0668827896587445,-0.0321929823962676,-0.0133664438165406,0.16056049377895,0.471816631893042,-0.0454777280394822
