"","Provider.ID","H_CLEAN_LINEAR_SCORE_mean","H_COMP_1_LINEAR_SCORE_mean","H_COMP_2_LINEAR_SCORE_mean","H_COMP_3_LINEAR_SCORE_mean","H_COMP_4_LINEAR_SCORE_mean","H_COMP_5_LINEAR_SCORE_mean","H_COMP_6_LINEAR_SCORE_mean","H_COMP_7_LINEAR_SCORE_mean","H_HSP_RATING_LINEAR_SCORE_mean","H_QUIET_LINEAR_SCORE_mean","H_RECMND_LINEAR_SCORE_mean"
"976",110092,0.237527592722133,1.16550662543662,1.01740062901034,1.05557154946091,1.0831090339021,0.325644743496894,1.37799188691439,0.142399520397589,0.808741007800376,1.61574141541333,-0.0892128169254665
"977",110095,-0.0698610566829827,-0.245400641235147,0.0294259780838447,-0.0555199848233559,0.143445879973891,-0.803710213615247,-0.659603482237588,0.566429736266298,-0.302960611481283,0.91790102760528,0.186317536886651
"978",110100,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"979",110101,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"980",110104,-0.684638355493213,-1.18600548568299,0.0294259780838447,-0.611065751965491,-0.326385696990213,-1.08604895289328,-0.999202710429585,-0.705660911339828,-0.673527817908503,0.45267410239991,-1.19133423217394
"981",110105,0.852304891532363,1.16550662543662,0.523413303547091,1.33334443303198,1.5529406108662,1.172660961331,-0.320004254045592,0.990459952135007,0.438173801373156,1.15051449020796,-0.0892128169254665
"982",110107,-0.684638355493213,-1.18600548568299,-1.45253599830589,-1.16661151910763,-1.26604885091842,-1.36838769217132,-0.320004254045592,-0.705660911339828,-0.302960611481283,0.45267410239991,-0.0892128169254665
"983",110109,1.15969354093748,0.224901780988776,2.00537527993683,1.33334443303198,0.143445879973891,1.45499970060904,0.698793430530397,-0.705660911339828,1.1793082142276,1.38312795281065,-0.0892128169254665
"984",110111,-0.0698610566829827,0.695204203212699,0.0294259780838447,-0.0555199848233559,-0.326385696990213,-0.521371474337212,-0.320004254045592,-0.28163069547112,0.808741007800376,1.84835487801602,0.186317536886651
"985",110113,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"986",110115,-2.83635890132902,-2.12661033013084,-1.45253599830589,-2.2777030533919,-1.26604885091842,-1.65072643144935,-2.35759962319757,-3.24984220655208,-2.15579664361738,0.220060639797225,-2.29345564742241
"987",110121,1.15969354093748,0.695204203212699,1.51138795447358,0.500025782318779,0.613277456937994,-0.521371474337212,-0.659603482237588,0.990459952135007,0.438173801373156,1.15051449020796,0.186317536886651
"988",110122,-0.684638355493213,-0.71570306345907,0.0294259780838447,-0.333292868394423,0.143445879973891,-0.803710213615247,0.698793430530397,-0.28163069547112,-0.302960611481283,1.38312795281065,-0.364743170737584
"989",110124,-0.377249706088098,0.224901780988776,1.01740062901034,0.777798665889846,1.0831090339021,0.0433060042188588,1.03839265872239,0.990459952135007,0.0676065949459364,0.91790102760528,-0.364743170737584
"990",110125,-0.377249706088098,0.224901780988776,1.01740062901034,0.500025782318779,0.613277456937994,0.890322222052965,0.0195949741464041,-0.705660911339828,0.438173801373156,0.91790102760528,0.186317536886651
"991",110128,0.544916242127248,0.224901780988776,1.01740062901034,0.500025782318779,0.613277456937994,0.890322222052965,0.3591942023384,0.142399520397589,1.1793082142276,1.38312795281065,0.737378244510886
"992",110129,-1.29941565430344,-1.18600548568299,0.0294259780838447,-1.44438440267869,-0.796217273954316,-1.65072643144935,-1.33880193862158,0.142399520397589,-0.673527817908503,0.45267410239991,0.186317536886651
"993",110130,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"994",110132,-0.684638355493213,-0.245400641235147,0.0294259780838447,-0.333292868394423,-0.326385696990213,0.890322222052965,0.0195949741464041,-0.705660911339828,-0.673527817908503,1.61574141541333,-1.46686458598605
"995",110135,0.544916242127248,1.63580904766054,0.523413303547091,0.222252898747712,-0.326385696990213,-0.521371474337212,0.3591942023384,-0.705660911339828,0.0676065949459364,0.685287565002595,0.186317536886651
"996",110142,0.852304891532363,1.63580904766054,2.00537527993683,0.777798665889846,-0.326385696990213,0.325644743496894,-0.320004254045592,0.990459952135007,0.808741007800376,2.31358180322139,-0.364743170737584
"997",110143,-0.684638355493213,-1.65630790790692,-0.464561347379401,-1.16661151910763,-0.796217273954316,-1.36838769217132,-0.999202710429585,-0.705660911339828,-1.04409502433572,0.220060639797225,-0.640273524549701
"998",110146,1.46708219034259,0.224901780988776,-0.464561347379401,-0.0555199848233559,0.143445879973891,0.60798348277493,0.0195949741464041,0.566429736266298,-0.302960611481283,1.15051449020796,-0.640273524549701
"999",110150,-0.684638355493213,-0.245400641235147,1.01740062901034,-0.333292868394423,0.143445879973891,0.325644743496894,1.37799188691439,-0.28163069547112,-0.302960611481283,1.38312795281065,-0.364743170737584
"1000",110153,-0.684638355493213,-0.245400641235147,1.01740062901034,-0.333292868394423,0.613277456937994,0.325644743496894,0.0195949741464041,0.142399520397589,0.438173801373156,0.685287565002595,-0.0892128169254665
"1001",110161,1.46708219034259,0.695204203212699,0.0294259780838447,0.222252898747712,1.0831090339021,0.325644743496894,0.0195949741464041,0.566429736266298,1.1793082142276,0.45267410239991,1.28843895213512
"1002",110164,-1.60680430370856,-0.71570306345907,0.0294259780838447,-0.888838635536558,0.143445879973891,-0.239032735059177,-0.999202710429585,-0.705660911339828,0.0676065949459364,0.685287565002595,0.461847890698768
"1003",110165,-1.91419295311367,-1.65630790790692,-0.958548672842647,-1.99993016982083,-1.26604885091842,-1.08604895289328,-2.01800039500557,-1.55372134307725,-2.89693105647182,0.220060639797225,-2.84451635504664
"1004",110168,-0.0698610566829827,0.224901780988776,0.523413303547091,0.500025782318779,0.143445879973891,0.0433060042188588,-0.320004254045592,-0.705660911339828,0.438173801373156,0.91790102760528,0.737378244510886
"1005",110177,-0.684638355493213,-1.18600548568299,0.0294259780838447,-0.888838635536558,-0.326385696990213,-0.803710213615247,-0.320004254045592,-0.705660911339828,-0.673527817908503,-0.0125528228054592,-0.364743170737584
"1006",110184,0.237527592722133,0.224901780988776,-0.464561347379401,-0.0555199848233559,0.143445879973891,0.0433060042188588,-0.320004254045592,0.142399520397589,-0.302960611481283,0.45267410239991,-0.364743170737584
"1007",110187,-0.377249706088098,-1.18600548568299,0.523413303547091,-0.0555199848233559,-0.796217273954316,0.0433060042188588,0.0195949741464041,-0.705660911339828,-1.04409502433572,1.15051449020796,-1.74239493979817
"1008",110189,-0.377249706088098,0.695204203212699,1.51138795447358,0.777798665889846,0.613277456937994,0.0433060042188588,0.3591942023384,0.566429736266298,0.808741007800376,0.45267410239991,-0.364743170737584
"1009",110190,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"1010",110191,-1.60680430370856,-1.18600548568299,-0.958548672842647,-1.16661151910763,-0.326385696990213,-2.21540391000542,-1.67840116681358,-1.97775155894596,-1.41466223076294,-0.477779748010829,-1.46686458598605
"1011",110192,-0.684638355493213,-1.65630790790692,-0.958548672842647,-1.72215728624976,-0.796217273954316,-1.36838769217132,-1.67840116681358,-1.12969112720854,-1.04409502433572,-0.477779748010829,-1.19133423217394
"1012",110194,1.46708219034259,0.695204203212699,0.523413303547091,0.500025782318779,1.5529406108662,0.0433060042188588,-3.71599653596556,-0.28163069547112,0.438173801373156,1.61574141541333,-0.0892128169254665
"1013",110198,-2.83635890132902,-2.12661033013084,-1.45253599830589,-1.99993016982083,-2.20571200484663,-2.21540391000542,-2.01800039500557,-1.97775155894596,-1.41466223076294,-1.17562013581888,-1.46686458598605
"1014",110200,1.46708219034259,1.63580904766054,1.51138795447358,1.33334443303198,2.0227721878303,1.45499970060904,1.71759111510639,2.26255059974113,1.92044262708204,2.77880872842676,1.83949965975936
"1015",110201,-0.684638355493213,-0.245400641235147,1.01740062901034,-0.611065751965491,-0.326385696990213,0.325644743496894,0.3591942023384,-0.28163069547112,0.438173801373156,1.84835487801602,0.461847890698768
"1016",110205,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"1017",110209,-0.0698610566829827,0.224901780988776,0.0294259780838447,-0.0555199848233559,0.143445879973891,0.0433060042188588,0.0195949741464041,0.142399520397589,0.0676065949459364,-0.0125528228054592,0.186317536886651
"1018",110215,-0.992027004898329,-0.71570306345907,-0.464561347379401,-1.44438440267869,-0.796217273954316,-1.08604895289328,-2.01800039500557,-0.705660911339828,-0.302960611481283,-0.710393210613513,0.461847890698768
"1019",110225,0.237527592722133,0.695204203212699,0.0294259780838447,0.777798665889846,0.143445879973891,-0.803710213615247,-0.999202710429585,0.142399520397589,0.438173801373156,0.685287565002595,0.737378244510886
"1020",110226,-0.684638355493213,-3.06721517457868,-3.42848530015888,-3.1110217041051,-3.61520673573894,-3.06242012783953,-3.71599653596556,-3.24984220655208,-2.89693105647182,1.15051449020796,-2.56898600123452
"1021",110229,0.237527592722133,0.224901780988776,0.0294259780838447,0.500025782318779,0.613277456937994,-0.239032735059177,-0.320004254045592,0.142399520397589,0.438173801373156,1.38312795281065,0.461847890698768
"1022",110230,-1.29941565430344,0.224901780988776,0.523413303547091,-0.611065751965491,0.143445879973891,-1.08604895289328,-0.320004254045592,0.566429736266298,0.0676065949459364,0.685287565002595,0.461847890698768
"1023",110233,2.69663678796306,2.57641389210839,2.49936260540008,1.61111731660305,1.0831090339021,2.58435465772118,0.0195949741464041,2.26255059974113,3.40271145279091,1.84835487801602,3.21715142881994
