"","Provider.ID","ED_1b_Score","ED_2b_Score","OP_18b_Score","OP_20_Score","OP_21_Score","OP_3b_Score","OP_5_Score"
"3794",421304,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3795",423300,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3796",430005,-1.62656932944291,-0.892064921392223,-1.53413151911428,-0.623630463632534,-1.26558524715648,-0.0591590625273219,-0.0323213659123208
"3797",430008,-1.46880096393861,-0.798726914799277,-1.76411509698973,-0.774730659647127,-1.6944493434288,-0.0591590625273219,-0.631261138856792
"3798",430012,-1.06831203611999,-0.94806772534799,-0.556701313143639,-0.548080365625237,-0.765243801505431,-0.0591590625273219,-1.23020091180126
"3799",430013,-1.43239287959146,-1.19074654248965,-0.930424627191238,-0.850280757654424,-1.62297199405008,-0.0591590625273219,-0.631261138856792
"3800",430014,-1.3110325984343,-0.798726914799277,-0.6141972076125,-0.548080365625237,-0.836721150884152,-0.0591590625273219,-0.0323213659123208
"3801",430015,-1.33530465466574,-0.892064921392223,-1.53413151911428,-0.321430071603347,-0.836721150884152,-0.0591590625273219,-0.331791252384556
"3802",430016,-1.23821642974001,-0.556048097657619,-0.154230051861609,-0.623630463632534,-0.550811753369269,-0.0591590625273219,-0.0323213659123208
"3803",430027,-0.534326799028497,-0.518712895020441,0.506972734530296,-0.774730659647127,0.0924843910392163,-0.0591590625273219,-0.0323213659123208
"3804",430048,-0.971223811194264,-0.686721306887743,-0.844180785487946,-0.245879973596051,-0.336379705233108,-0.0591590625273219,-0.631261138856792
"3805",430077,-0.376558433524193,-0.500045293701852,-0.412961576971485,-0.0947797775814576,0.306916439175378,-0.0591590625273219,-0.0323213659123208
"3806",430081,-0.218790068019888,-0.780059313480688,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3807",430082,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3808",430083,-0.267334180482751,-0.780059313480688,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3809",430084,0.0360665224101423,0.433334772227602,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3810",430089,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3811",430090,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3812",430091,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3813",430093,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3814",430095,-1.8450178355258,-1.17207894117106,-1.16040820506668,-1.3035813456982,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3815",430096,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3816",430097,-1.55375316074862,-1.32141975171977,-1.62037536081757,-1.75688193374198,-2.48070018659473,-0.0591590625273219,-0.0323213659123208
"3817",431300,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3818",431301,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3819",431302,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3820",431305,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3821",431306,-0.170245955557025,-0.210697473263721,-0.326717735268193,-0.774730659647127,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3822",431307,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3823",431308,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3824",431309,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3825",431310,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3826",431311,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3827",431312,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3828",431313,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3829",431314,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3830",431315,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3831",431316,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3832",431317,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3833",431318,-0.170245955557025,-0.210697473263721,-1.67787125528644,-1.00138095366902,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3834",431319,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3835",431320,-0.170245955557025,-0.210697473263721,-2.05159456933403,-1.90798212975658,-2.48070018659473,-0.0591590625273219,-0.0323213659123208
"3836",431321,-1.63870535755863,-1.43342535963131,-1.93660278039631,-0.850280757654424,-0.050470307718225,-0.0591590625273219,-1.5296707982735
"3837",431322,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3838",431323,-1.08044806423571,-1.43342535963131,-0.987920521660099,-0.0947797775814576,-1.48001729529264,-0.0591590625273219,-0.930731025329028
"3839",431324,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3840",431325,-2.02705825726153,-1.22808174512683,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3841",431326,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3842",431327,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3843",431328,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3844",431329,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3845",431330,-2.02705825726153,-0.210697473263721,-1.47663562464542,-0.548080365625237,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3846",431331,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3847",431332,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3848",431333,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3849",431334,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3850",431335,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3851",431336,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3852",431337,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3853",431338,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3854",431339,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3855",433300,-0.170245955557025,-0.210697473263721,-0.0967341573927478,-0.170329875588754,-0.050470307718225,-0.0591590625273219,-0.0323213659123208
"3856",440001,-0.546462827144213,-0.444042489746085,-0.6141972076125,-0.245879973596051,-0.193425006475666,-0.0591590625273219,-0.631261138856792
"3857",440002,-0.0731577306312993,-0.0893580646928924,1.68563857114195,-0.548080365625237,0.807257884826423,-0.0591590625273219,-0.0323213659123208
"3858",440003,-0.825591473805675,-0.780059313480688,0.391980945592574,-1.15248114968361,-1.98035874094368,-0.0591590625273219,-0.331791252384556
"3859",440006,-0.170245955557025,0.620010785413493,0.276989156654851,-1.3791314437055,-1.3370625965352,-0.0591590625273219,-0.331791252384556
"3860",440007,-0.388694461639908,-0.313369280515961,-0.872928732722376,0.0563204184331356,-0.765243801505431,-0.0591590625273219,-0.631261138856792
"3861",440008,-1.26248848597144,-0.705388908206332,-1.62037536081757,-0.92583085566172,-1.12263054839903,-0.0591590625273219,-2.12861057121797
"3862",440009,-0.461510630334203,-0.182696071285838,-0.326717735268193,-0.170329875588754,-0.836721150884152,-0.0591590625273219,-0.0323213659123208
"3863",440010,-1.00763189554141,-0.798726914799277,-0.556701313143639,-0.850280757654424,-0.62228910274799,-0.0591590625273219,-1.5296707982735
"3864",440011,-0.340150349177045,-0.724056509524921,0.736956312405742,-0.774730659647127,-0.479334403990549,-0.0591590625273219,-0.0323213659123208
"3865",440012,-0.182381983672741,0.0599827458558202,0.334485051123712,-0.321430071603347,-0.550811753369269,-0.0591590625273219,-0.0323213659123208
"3866",440015,1.8564707397675,1.96407808035191,2.46183314647158,1.49177228057177,0.378393788554099,-0.0591590625273219,-0.0323213659123208
"3867",440016,-0.400830489755624,-0.74272411084351,-0.240473893564901,-0.0947797775814576,1.80794077612851,-0.0591590625273219,-0.0323213659123208
"3868",440017,0.909860546741675,1.6280612566173,0.334485051123712,0.282970712455025,0.44987113793282,-0.0591590625273219,-0.0323213659123208
"3869",440018,-0.861999558152822,-0.500045293701852,-0.556701313143639,-0.850280757654424,0.378393788554099,-0.30892978990704,-0.331791252384556
"3870",440020,-1.68724947002149,-1.15341133985247,-2.0228466220996,-1.3791314437055,-2.55217753597345,-0.0591590625273219,-0.631261138856792
"3871",440025,-0.837727501921391,-0.668053705569154,-0.384213629737055,0.736271300498805,1.66498607737107,-0.433815153596899,-0.0323213659123208
"3872",440029,-0.595006939607076,-0.35070448315314,-0.0679862101583172,-0.0947797775814576,-1.12263054839903,-0.0591590625273219,0.267148520559915
"3873",440030,0.230242972261594,-0.108025666011481,0.564468628999158,1.34067208455718,-0.193425006475666,-0.0591590625273219,0.56661840703215
"3874",440031,0.32733119718732,-0.0893580646928924,0.65071247070245,0.660721202491508,0.52134848731154,2.31366284758,0.56661840703215
"3875",440032,-1.12899217669857,-0.836062117436456,-1.67787125528644,-0.774730659647127,-1.48001729529264,-0.0591590625273219,0.267148520559915
"3876",440033,-0.32801432106133,-0.406707287108907,-0.786684891019084,-0.548080365625237,0.378393788554099,-0.0591590625273219,-0.0323213659123208
"3877",440034,-0.0367496462841521,0.134653151130177,-0.297969788033763,0.358520810462322,0.0210070416604957,-0.0591590625273219,-0.0323213659123208
"3878",440035,1.56520606499032,1.77740206716602,1.80063036007968,0.207420614447729,1.37907667985619,-0.0591590625273219,-1.23020091180126
"3879",440039,1.28607741832886,2.16942169485639,2.83555646051918,0.887371496513398,0.235439089796658,-0.0591590625273219,-0.0323213659123208
"3880",440040,-1.23821642974001,-1.24674934644542,-1.33289588847327,-0.396980169610644,-0.908198500262873,-0.0591590625273219,1.76449795292109
"3881",440046,-0.679959136417086,-0.0146876594185361,-0.6141972076125,-1.4546815417128,-2.33774548783729,-2.18221024525492,-1.23020091180126
"3882",440048,0.193834887914447,-0.276034077878783,0.593216576233589,0.131870516440432,0.44987113793282,-0.0591590625273219,2.06396783939333
"3883",440049,0.485099562691625,-0.500045293701852,1.39815909879765,3.30497463274689,-1.48001729529264,-0.0591590625273219,-0.0323213659123208
"3884",440050,-0.679959136417086,-1.22808174512683,-0.527953365909208,0.434070908469619,1.30759933047747,-0.0591590625273219,0.267148520559915
"3885",440051,-0.461510630334203,-1.04140573194094,-0.959172574425668,-0.774730659647127,0.44987113793282,-0.0591590625273219,-0.331791252384556
"3886",440053,-0.0610217025155836,-0.313369280515961,1.05318373198448,1.86952277060825,1.80794077612851,-0.0591590625273219,-0.631261138856792
"3887",440056,-0.340150349177045,-0.668053705569154,-0.671693102081361,0.358520810462322,-0.836721150884152,0.315497028542255,-0.331791252384556
"3888",440057,-0.437238574102771,-0.406707287108907,0.0757535260138363,0.131870516440432,0.0924843910392163,0.190611664852396,-0.631261138856792
"3889",440058,-0.922679698731401,-0.910732522710812,-0.18297799909604,-0.548080365625237,-1.76592669280752,-0.0591590625273219,-0.930731025329028
"3890",440059,0.545779703270203,0.227991157723122,1.5418988349698,0.282970712455025,0.878735234205143,-0.0591590625273219,-0.0323213659123208
"3891",440060,-0.692095164532802,-0.686721306887743,-0.556701313143639,-0.472530267617941,1.37907667985619,-0.0591590625273219,-1.82914068474573
"3892",440061,-1.09258409235142,-0.910732522710812,-0.959172574425668,-0.0947797775814576,-0.336379705233108,-0.0591590625273219,-1.5296707982735
"3893",440063,-0.437238574102771,-0.0146876594185361,0.363232998358143,-0.472530267617941,-0.908198500262873,-0.0591590625273219,-0.0323213659123208
"3894",440065,-0.58287091149136,-0.94806772534799,-0.355465682502624,-0.850280757654424,-0.979675849641593,-0.0591590625273219,-1.23020091180126
"3895",440067,-0.813455445689959,-0.94806772534799,-0.154230051861609,-0.623630463632534,0.807257884826423,-0.0591590625273219,-1.5296707982735
"3896",440068,-0.825591473805675,-0.798726914799277,-1.62037536081757,-0.774730659647127,-1.83740404218624,-0.808471244666476,-1.23020091180126
"3897",440070,-1.11685614858285,-0.910732522710812,-0.987920521660099,0.660721202491508,0.163961740417937,-0.0591590625273219,-0.631261138856792
"3898",440072,-1.04403997988856,-0.649386104250565,-0.412961576971485,0.811821398506102,-1.3370625965352,-0.0591590625273219,-1.23020091180126
"3899",440073,-0.558598855259929,-0.444042489746085,0.966939890281187,-0.623630463632534,0.235439089796658,-0.0591590625273219,-1.5296707982735
"3900",440081,0.909860546741675,1.08670081837822,0.794452206874603,1.34067208455718,1.16464463172003,2.06389212020028,1.16555817997662
"3901",440082,-0.558598855259929,-0.630718502931976,1.13942757368777,0.282970712455025,1.73646342674979,-0.0591590625273219,-0.0323213659123208
"3902",440083,-0.437238574102771,-0.593383300294798,-0.987920521660099,-0.774730659647127,-0.550811753369269,-0.0591590625273219,-0.631261138856792
"3903",440084,0.424419422113046,-0.33203688183455,0.478224787295866,0.736271300498805,-0.121947657096946,3.56251648447859,4.16025704469898
"3904",440091,0.764228209353086,1.42271764211282,0.449476840061435,0.0563204184331356,1.23612198109875,-1.55778342680563,0.267148520559915
"3905",440102,-0.777047361342812,-1.04140573194094,-0.0679862101583172,-0.396980169610644,1.23612198109875,-0.0591590625273219,-1.5296707982735
"3906",440104,0.970540687320254,2.35609770804228,-0.412961576971485,0.282970712455025,-0.479334403990549,-0.0591590625273219,-0.930731025329028
"3907",440109,-0.0488856743998678,-0.612050901613387,0.161997367717128,-0.548080365625237,0.52134848731154,-0.0591590625273219,-0.631261138856792
"3908",440110,-0.00034156193700487,0.358664366953245,-0.240473893564901,0.736271300498805,-0.336379705233108,0.315497028542255,-0.0323213659123208
"3909",440111,0.230242972261594,0.0786503471744093,-0.211725946330471,1.11402179053529,1.16464463172003,-0.0591590625273219,-0.930731025329028
"3910",440120,0.921996574857391,1.31071203420129,0.449476840061435,0.660721202491508,1.09316728234131,-0.0591590625273219,0.56661840703215
"3911",440125,0.460827506460193,1.2920444328827,0.880696048577895,0.282970712455025,0.950212583583864,-0.0591590625273219,-0.0323213659123208
"3912",440130,-0.679959136417086,-0.929400124029401,-0.0392382629238865,0.282970712455025,1.80794077612851,-0.0591590625273219,-0.0323213659123208
"3913",440131,-0.340150349177045,-0.929400124029401,-0.0104903156894558,0.736271300498805,1.02168993296258,-0.0591590625273219,4.75919681764345
"3914",440132,-0.861999558152822,-0.780059313480688,0.0470055787794056,0.585171104484212,1.02168993296258,-0.0591590625273219,-0.631261138856792
"3915",440133,-0.485782686565634,-0.462710091064674,1.9156221490174,0.962921594520695,-0.264902355854387,-0.0591590625273219,-0.0323213659123208
"3916",440137,-0.291606236714183,-0.294701679197372,-0.844180785487946,-0.623630463632534,0.306916439175378,2.81320430233944,-0.631261138856792
