"","Provider.ID","MORT_30_AMI_Score","MORT_30_CABG_Score","MORT_30_COPD_Score","MORT_30_HF_Score","MORT_30_PN_Score","MORT_30_STK_Score","PSI_4_SURG_COMP_Score"
"1",10001,-1.77977841683705,2.44873283505513,1.32088041801401,0.206512887650964,-0.467381461317762,0.437149882601158,2.90685282051248
"2",10005,2.28981037785883,-0.0680653387391859,-0.485173227343578,2.70362686706907,2.35614702701496,0.519839534926248,3.87957372211758
"3",10006,3.10372813679801,2.1970530176757,-1.01636547597816,2.78417893092127,0.971019844059282,2.50439119072842,4.25184005122676
"4",10007,-0.0356689333959588,-0.0680653387391859,1.32088041801401,1.8175541646949,1.29066457858752,1.42942571050224,-0.0397072044145437
"5",10008,-0.0356689333959588,-0.0680653387391859,0.152257471017924,0.448169079207554,-0.360833216475018,-0.0589880313493849,-0.0397072044145437
"6",10011,-0.151942898958698,1.19033374815797,-0.697650126797411,1.33424178158172,0.811197476795166,-1.87816038250138,1.974699519067
"7",10012,3.22000210236075,-0.0680653387391859,1.2146419682871,0.28706495150316,2.94216237365005,0.76790849190152,-0.0397072044145437
"8",10016,0.778248825543217,0.938653930778542,0.0460190212910077,1.49534590928612,-0.147736726789529,0.76790849190152,1.79980808726776
"9",10018,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.0411884819467854,-0.0589880313493849,-0.0397072044145437
"10",10019,1.82471451560787,-0.0680653387391859,0.68344971965251,0.609273206911949,1.45048694585163,0.437149882601158,-0.0572864978170449
"11",10021,-0.0356689333959588,-0.0680653387391859,-1.76003462406658,0.0454087599465687,-1.10667093037423,1.34673605817715,-0.0397072044145437
"12",10022,-0.0356689333959588,-0.0680653387391859,-0.37893477761666,2.94528305862566,-0.307559094053646,-0.0589880313493849,-0.0397072044145437
"13",10023,-0.733312726772396,3.20377228719343,1.10840351856018,1.09258559002513,0.0120856404745855,1.26404640585206,3.2061515594679
"14",10024,0.894522791105959,3.95881173933173,1.53335731746785,-1.24342426168858,1.23739045616614,-1.21664316390065,3.01232858092749
"15",10029,1.70844055004513,2.952092469814,-0.0602194284359091,-0.0351433039056281,1.29066457858752,-0.389746640649747,1.23096018280731
"16",10032,-0.0356689333959588,-0.0680653387391859,0.152257471017924,-1.32397632554078,-0.307559094053646,-0.0589880313493849,-0.0397072044145437
"17",10033,-1.89605238239979,-2.33318369515407,-1.01636547597816,-1.32397632554078,-0.787026195845994,3.33128771397932,0.539507975642246
"18",10034,-0.0356689333959588,-0.0680653387391859,-1.12260392570508,-2.21004902791495,-1.79923452185206,-0.141677683674477,-0.0397072044145437
"19",10035,1.94098848117061,-0.0680653387391859,0.258495920744843,0.28706495150316,2.03650229248672,1.59480501515242,-0.810942358560197
"20",10036,-0.0356689333959588,-0.0680653387391859,-0.910127026251246,-0.51845568701881,-0.68047795100325,-1.38202246855083,-0.0397072044145437
"21",10038,0.545700894417739,-0.0680653387391859,-1.76003462406658,-0.0351433039056281,-0.893574440688739,-0.389746640649747,-0.0397072044145437
"22",10039,-1.08213462346062,-3.59158278205123,0.258495920744843,-0.357351559314416,1.23739045616614,2.50439119072842,3.23590113291829
"23",10040,1.12707072223144,1.19033374815797,-0.591411677070495,1.33424178158172,1.23739045616614,-0.803194902275199,-1.2517769469614
"24",10044,-0.0356689333959588,-0.0680653387391859,-1.54755772461275,-0.599007750871006,-1.31976742005971,-0.0589880313493849,-0.0397072044145437
"25",10045,-0.0356689333959588,-0.0680653387391859,-0.485173227343578,-1.16287219783639,0.544826864688306,-0.803194902275199,-0.0397072044145437
"26",10046,2.17353641229609,-0.319745156118618,-0.272696327889744,-0.51845568701881,0.704649231952422,-0.141677683674477,-0.214147885100908
"27",10047,-0.0356689333959588,-0.0680653387391859,-0.910127026251246,-0.0351433039056281,-0.94684856311011,-0.0589880313493849,-0.0397072044145437
"28",10049,-0.0356689333959588,-0.0680653387391859,3.33941096282544,1.17313765387733,1.77013168037986,-0.141677683674477,-0.0397072044145437
"29",10051,-0.0356689333959588,-0.0680653387391859,1.2146419682871,-1.40452838939298,0.0120856404745855,-0.0589880313493849,-0.0397072044145437
"30",10052,-0.0356689333959588,-0.0680653387391859,-0.591411677070495,-0.196247431610021,-0.201010849210902,-0.0589880313493849,-0.0397072044145437
"31",10055,3.45255003348623,0.938653930778542,3.02069561364469,1.65645003699051,-1.05339680795285,1.26404640585206,4.25184005122676
"32",10056,1.70844055004513,5.21721082622888,0.152257471017924,0.448169079207554,-1.31976742005971,-0.637815597625019,2.21269610667011
"33",10058,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,1.1308422113234,-0.0589880313493849,-0.0397072044145437
"34",10059,0.545700894417739,-0.0680653387391859,-0.697650126797411,0.0454087599465687,-0.733752073424622,-0.637815597625019,-0.0397072044145437
"35",10061,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.0411884819467854,0.437149882601158,-0.0397072044145437
"36",10062,-0.0356689333959588,-0.0680653387391859,0.258495920744843,2.05921035625149,0.118633885317331,-0.0589880313493849,-0.0397072044145437
"37",10065,0.778248825543217,-0.0680653387391859,-1.12260392570508,0.367617015355357,1.45048694585163,0.0237016209757053,-1.13458165761138
"38",10069,-0.0356689333959588,-0.0680653387391859,0.577211269925593,0.125960823798767,0.491552742266935,0.0237016209757053,-0.0397072044145437
"39",10073,-0.0356689333959588,-0.0680653387391859,0.258495920744843,0.448169079207554,0.704649231952422,-0.0589880313493849,-0.0397072044145437
"40",10078,0.19687899772952,-0.57142497349805,-1.33508082515891,1.09258559002513,1.1308422113234,0.0237016209757053,1.97920703019585
"41",10079,-0.0356689333959588,-0.0680653387391859,1.32088041801401,0.206512887650964,1.29066457858752,0.271770577950976,-0.0397072044145437
"42",10083,0.19687899772952,-0.0680653387391859,-0.166457878162826,-0.760111878575401,-1.21321917521697,1.01597744887679,0.289791859104143
"43",10085,0.545700894417739,-0.0680653387391859,-1.44131927488583,0.206512887650964,1.503761068273,0.685218839576428,4.25184005122676
"44",10086,-0.0356689333959588,-0.0680653387391859,-1.01636547597816,-0.679559814723203,-0.627203828581879,0.437149882601158,-0.0397072044145437
"45",10087,-0.0356689333959588,-0.0680653387391859,-0.485173227343578,-0.0351433039056281,-0.0411884819467854,2.75246014770369,0.516068917772245
"46",10089,-1.54723048571157,-0.0680653387391859,1.10840351856018,0.770377334616342,1.23739045616614,-0.389746640649747,-0.426902410382466
"47",10090,3.10372813679801,6.22393009574661,-1.228842375432,2.22031448395589,-0.0411884819467854,1.42942571050224,4.0229125760149
"48",10091,-0.0356689333959588,-0.0680653387391859,-0.272696327889744,0.528721143059752,0.331730375002818,-0.0589880313493849,-0.0397072044145437
"49",10092,2.52235830898431,6.97896954788491,1.00216506883326,0.448169079207554,0.811197476795166,-0.307056988324657,0.711694900764186
"50",10095,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.840300318267366,-0.0589880313493849,-0.0397072044145437
"51",10097,-0.0356689333959588,-0.0680653387391859,0.258495920744843,-1.00176807013199,-0.360833216475018,-0.0589880313493849,-0.0397072044145437
"52",10099,1.94098848117061,-0.0680653387391859,0.152257471017924,-0.0351433039056281,2.24959878217221,1.09866710120188,-0.0397072044145437
"53",10100,0.545700894417739,0.68697411339911,-0.166457878162826,0.609273206911949,-0.0411884819467854,0.271770577950976,0.584583086930712
"54",10101,0.313152963292261,-0.0680653387391859,-0.37893477761666,-0.0351433039056281,2.35614702701496,0.9332877965517,-0.0397072044145437
"55",10102,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,0.331730375002818,-0.0589880313493849,-0.0397072044145437
"56",10103,3.56882399904897,4.71385119147002,0.470972820198677,1.17313765387733,1.77013168037986,2.83514980002878,0.733330954182651
"57",10104,1.35961865335692,0.68697411339911,3.33941096282544,-0.0351433039056281,1.71685755795849,3.08321875700405,3.82638509079719
"58",10108,-0.151942898958698,-0.0680653387391859,-1.54755772461275,-1.80728870865396,1.503761068273,0.519839534926248,-0.0397072044145437
"59",10109,-0.0356689333959588,-0.0680653387391859,-0.37893477761666,0.367617015355357,2.03650229248672,-0.0589880313493849,-0.0397072044145437
"60",10110,-0.0356689333959588,-0.0680653387391859,-0.485173227343578,-0.357351559314416,1.07756808890203,-0.0589880313493849,-0.0397072044145437
"61",10112,-0.0356689333959588,-0.0680653387391859,-0.37893477761666,0.367617015355357,0.0653597628959583,-0.0589880313493849,-0.0397072044145437
"62",10113,1.70844055004513,3.20377228719343,0.470972820198677,-0.437903623166613,0.438278619845562,-0.968574206925381,-0.206034365068983
"63",10114,-0.617038761209657,-0.0680653387391859,-1.54755772461275,-1.48508045324517,1.55703519069438,-1.46471212087592,1.69343082462698
"64",10118,1.47589261891966,-0.0680653387391859,0.68344971965251,-1.72673664480176,-0.307559094053646,0.685218839576428,-1.07508251071061
"65",10120,-0.0356689333959588,-0.0680653387391859,0.152257471017924,-0.437903623166613,2.40942114943633,0.271770577950976,-0.0397072044145437
"66",10125,-0.0356689333959588,-0.0680653387391859,-0.697650126797411,0.850929398468539,-2.22542750122304,-1.13395351157556,-0.0397072044145437
"67",10126,-0.0356689333959588,-0.0680653387391859,-0.272696327889744,0.689825270764145,1.503761068273,-0.0589880313493849,-0.0397072044145437
"68",10128,-0.0356689333959588,-0.0680653387391859,-0.485173227343578,1.41479384543392,1.07756808890203,-0.0589880313493849,-0.0397072044145437
"69",10129,-0.0356689333959588,-0.0680653387391859,1.2146419682871,1.25368971772952,1.39721282343026,0.9332877965517,-0.0397072044145437
"70",10130,-0.500764795646918,-0.0680653387391859,1.10840351856018,0.367617015355357,-1.00012268553148,-0.637815597625019,-0.0397072044145437
"71",10131,-0.151942898958698,-0.0680653387391859,2.17078801582935,0.206512887650964,2.56924351670044,0.189080925625886,-0.00950687985127073
"72",10138,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.0411884819467854,-0.0589880313493849,-0.0397072044145437
"73",10139,-1.77977841683705,-1.32646442563635,-0.697650126797411,0.28706495150316,0.704649231952422,-0.885884554600289,0.808155638921503
"74",10144,1.0107967566687,2.70041265243457,-1.01636547597816,-1.64618458094957,0.491552742266935,0.271770577950976,0.768489540987653
"75",10146,-0.0356689333959588,-0.0680653387391859,-0.272696327889744,0.28706495150316,2.8356141288073,-0.0589880313493849,-0.0397072044145437
"76",10148,-0.0356689333959588,-0.0680653387391859,-1.12260392570508,0.206512887650964,-0.627203828581879,0.685218839576428,-0.0397072044145437
"77",10149,-1.08213462346062,-0.0680653387391859,0.577211269925593,-0.679559814723203,-2.01233101153755,-1.21664316390065,-0.0397072044145437
"78",10150,-0.0356689333959588,-0.0680653387391859,-0.485173227343578,-0.760111878575401,-0.201010849210902,-0.0589880313493849,-0.0397072044145437
"79",10157,-0.0356689333959588,-0.0680653387391859,1.2146419682871,0.206512887650964,0.864471599216539,1.01597744887679,-0.0397072044145437
"80",10158,1.47589261891966,-0.0680653387391859,-0.166457878162826,-0.760111878575401,1.87667992522261,1.26404640585206,-0.0397072044145437
"81",10164,0.0806050321667803,-0.0680653387391859,0.68344971965251,-0.0351433039056281,0.598100987109679,-0.555125945299929,-0.0397072044145437
"82",10168,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,0.0120856404745855,-0.0589880313493849,-0.0397072044145437
"83",10169,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-1.48508045324517,-1.85250864427343,0.0237016209757053,-0.0397072044145437
"84",11300,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.0411884819467854,-0.0589880313493849,-0.0397072044145437
"85",11302,-0.0356689333959588,-0.0680653387391859,1.74583421692168,-0.0351433039056281,0.491552742266935,-0.0589880313493849,-0.0397072044145437
"86",11304,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,0.598100987109679,-0.0589880313493849,-0.0397072044145437
"87",11305,-0.0356689333959588,-0.0680653387391859,-1.01636547597816,-0.437903623166613,0.225182130160075,-0.0589880313493849,-0.0397072044145437
"88",13300,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.0411884819467854,-0.0589880313493849,-0.0397072044145437
"89",13301,-0.0356689333959588,-0.0680653387391859,-0.0602194284359091,-0.0351433039056281,-0.0411884819467854,-0.0589880313493849,-0.0397072044145437
