"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"1",10001,3.80084371453318,3.04383386804241,1.98846265751976,-2.03770189936719,-0.883904757934086,-0.0495669502068859,1.90629856377677,-1.51423359237598
"2",10005,1.72818070074474,0.0157084477876288,-0.999591512570068,-0.0828692693722125,0.970154659605174,-0.977332634571032,-0.053978829763595,-0.250356098975646
"3",10006,-0.475934392089279,0.592642745158519,-1.15261854553963,-0.0828692693722125,0.726401506367611,-0.71503238872986,1.90629856377677,0.195718310459765
"4",10007,-0.102977330611123,-1.40635663113738,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-1.96095855647543,-0.053978829763595,-0.696430508411056
"5",10008,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.540165558169078,-0.053978829763595,0.121372575553863
"6",10011,0.184383028232702,-0.174523942156286,1.09848964998627,-2.03770189936719,0.00473862749104594,-0.26086437046783,1.66126388958423,0.790484189706979
"7",10012,-0.102977330611123,-1.40635663113738,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-1.41449971097299,-0.544048178148687,0.121372575553863
"8",10016,-0.405622814925364,-0.311740748017471,-0.321037432165571,-0.0828692693722125,1.33866336371236,-0.119999423627201,-0.544048178148687,-0.622084773505154
"9",10018,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.0240655374167718,-0.053978829763595,-0.0273188942579404
"10",10019,0.612366541404356,-1.12880445564543,-0.925091509676993,-0.0828692693722125,1.73788112649514,-1.0599086378914,-2.7493602458816,0.716138454801077
"11",10021,-0.102977330611123,-1.40635663113738,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-1.3732117093128,2.15133323796932,0.939175659518782
"12",10022,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-1.96095855647543,-0.053978829763595,-0.250356098975646
"13",10023,1.92383030676607,1.12279858598582,0.725989635520893,0.553815660225294,2.80310159930496,0.254021297294471,-2.25929089749651,-2.18334520652909
"14",10024,3.82835694037993,0.792230826411151,-0.544537440844797,4.49426568604195,4.97384818443633,0.343883418554872,-2.25929089749651,-0.84512197822286
"15",10029,0.817187222707933,-0.367874895869774,-1.03180773003734,2.9074509384297,0.212024773551336,-0.423587671128557,0.926159867006588,-1.96030800181139
"16",10032,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.0240655374167718,-0.053978829763595,-0.0273188942579404
"17",10033,1.10149055645767,-0.445838990109084,0.230665291961527,0.111634478350982,0.728320822534836,0.0232942291934394,0.926159867006588,-0.547739038599252
"18",10034,-0.102977330611123,0.648776893010822,-0.101564450669755,-0.0828692693722125,-0.114258974876898,0.149586940154004,-0.053978829763595,0.939175659518782
"19",10035,-0.983400557707097,0.12173961595309,-0.542523927253092,-0.0828692693722125,2.01618197074275,-1.46793124253322,-1.27915220072632,-1.81161653199958
"20",10036,-0.102977330611123,-1.40635663113738,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-1.2833495880524,-1.03411752653378,1.01352139442468
"21",10038,-0.102977330611123,1.30055672085145,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.464875672788742,-0.053978829763595,-0.101664629163842
"22",10039,1.86880385507257,0.374343281288452,1.17097613928764,-0.462081612055562,-0.584491435847,-0.530450734249035,-2.25929089749651,-1.06815918294056
"23",10040,-0.631842671887524,-0.944809193240664,-1.7768077589681,-2.03770189936719,-0.638232288529298,-0.897185337230674,2.39636791216186,0.716138454801077
"24",10044,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-1.96095855647543,-0.053978829763595,0.0470268406479614
"25",10045,-0.102977330611123,2.16751744879257,-0.101564450669755,-0.0828692693722125,-0.114258974876898,2.11198137200277,-0.053978829763595,0.0470268406479614
"26",10046,-1.51837994917166,2.43259536920622,-0.687496905855833,-0.0828692693722125,-0.594088016683125,-0.394443199368427,1.41622921539168,-1.21685065275237
"27",10047,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.0240655374167718,-0.053978829763595,0.121372575553863
"28",10049,-0.102977330611123,-1.40635663113738,-0.101564450669755,0.581801810976833,-0.114258974876898,-0.770892626270109,-1.52418687491887,-0.84512197822286
"29",10051,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.0240655374167718,-0.053978829763595,0.121372575553863
"30",10052,-0.102977330611123,-0.096559847916977,-0.101564450669755,-0.0828692693722125,-0.114258974876898,-0.0240655374167718,-0.053978829763595,0.121372575553863
"31",10055,-0.173288907775038,0.795349390180724,1.16090857132912,0.287947228085676,-0.872388860930736,-0.000992830606668838,0.926159867006588,-0.622084773505154
"32",10056,-0.378109589078615,-0.657901326440005,-0.878780697067784,0.388697370791216,1.18511807033436,0.188446235834178,-0.544048178148687,1.23655859914239
