"","Provider.ID","OP_10","OP_11","OP_13","OP_14","OP_8"
"835",30077,NA,NA,NA,NA,NA
"841",30078,NA,NA,NA,NA,NA
"847",30083,-0.74903628276811,NA,NA,1.55898029957425,NA
"853",30084,NA,NA,NA,NA,NA
"859",30085,-0.192578818363128,0.803051371714836,-0.393425213524202,-1.01044115898099,NA
"865",30087,-0.882998264939679,-0.185533689716754,0.0153544069257686,-0.314556180622282,NA
"871",30088,-0.604769532737189,-0.413668703893274,0.168646764594507,0.00662150169712307,NA
"877",30089,-0.738731514908758,-0.489713708618781,1.65047288872565,0.113680729136925,NA
"883",30092,-0.429588479128213,-0.337623699167768,1.13949836316319,1.29133223097474,NA
"889",30093,-0.326540800534698,0.993163883528604,1.39498562594442,-0.421615408062083,0.920534347578816
"895",30094,-0.594464764877837,0.194691333910781,NA,NA,NA
"901",30101,0.456621556776018,1.41141140951889,NA,1.13074338981504,NA
"907",30103,-0.254407425519237,-0.489713708618781,1.80376524639439,-0.261026566902381,-0.170410225728185
"913",30105,NA,NA,NA,NA,NA
"919",30107,NA,NA,NA,NA,NA
"925",30108,NA,NA,NA,NA,NA
"931",30110,-0.759341050627461,-0.318612447986391,NA,0.863095321215536,NA
"937",30111,-0.759341050627461,-0.584769964525665,2.77461684496307,0.863095321215536,NA
"943",30112,NA,NA,NA,NA,NA
"949",30113,NA,NA,NA,NA,NA
"955",30114,-0.244102657659885,0.213702585092158,-0.086840498186724,-0.84985231782129,NA
"961",30115,-0.728426747049407,-0.242567443260884,NA,-0.100437725742678,NA
"967",30117,1.27069821766479,2.8752777504849,NA,-0.368085794342182,0.158367590884884
"973",30118,0.837897967572024,1.7346026796023,-0.086840498186724,-0.635733862941687,0.143423144675199
"979",30119,-0.82116965778357,-0.584769964525665,0.628523837600724,0.0601511154170239,NA
"985",30120,-0.913912568517734,NA,NA,NA,NA
"991",30121,-0.491417086284322,-0.318612447986391,NA,1.45192107213445,NA
"997",30122,-0.687207675612001,-0.508724959800158,NA,1.34486184469464,NA
"1003",30123,-0.893303032799031,-0.584769964525665,-0.13793795074297,0.541917638896131,NA
"1009",30130,-0.61507430059654,-0.432679955074651,NA,NA,NA
"1015",30131,NA,NA,NA,NA,NA
"1021",30132,-0.233797889800534,NA,NA,NA,NA
"1027",30134,-0.862388729220976,-0.584769964525665,NA,NA,NA
"1033",30136,NA,NA,NA,NA,NA
"1039",30137,NA,NA,NA,NA,NA
"1045",31300,1.11612669977451,0.650961362263823,NA,1.13074338981504,1.84709001257928
"1051",31301,NA,NA,NA,NA,NA
"1057",31302,NA,NA,NA,NA,NA
"1063",31304,-0.357455104112752,NA,NA,NA,NA
"1069",31305,NA,NA,NA,NA,NA
"1075",31307,NA,NA,NA,NA,NA
"1081",31308,NA,NA,NA,NA,NA
"1087",31309,-0.913912568517734,NA,NA,NA,NA
"1093",31311,NA,NA,NA,NA,NA
"1099",31312,NA,NA,NA,NA,NA
"1105",31313,0.425707253197963,0.498871352812809,NA,NA,NA
"1111",31314,0.188697592432878,1.96273769377882,NA,-0.796322704101389,NA
"1117",31315,-0.00709299689480045,-0.223556192079507,-0.648912476305433,NA,NA
"1123",31317,NA,NA,NA,NA,NA
"1129",33301,NA,NA,NA,NA,NA
"1135",33302,NA,NA,NA,NA,NA
"1141",33303,NA,NA,NA,NA,NA
"1147",40001,-0.295626496956643,-0.20454494089813,-2.38622586321781,NA,NA
"1153",40002,-0.295626496956643,-0.166522438535377,NA,NA,NA
"1159",40004,-0.326540800534698,-0.432679955074651,-1.21098445442414,-0.100437725742678,NA
"1165",40007,-0.584159997018486,-0.489713708618781,-0.802204833974172,-0.100437725742678,0.0388120212074043
"1171",40010,0.137173753136121,1.27833265124925,-0.291230308411709,-0.314556180622282,-0.215243564357239
"1177",40011,-0.82116965778357,-0.299601196805014,NA,NA,NA
"1183",40014,0.569974003228884,-0.565758713344288,-0.751107381417926,-0.528674635501885,0.546923192336692
"1189",40015,-0.398674175550158,0.0235900732783904,0.424134027375739,NA,-0.110632440889445
"1195",40016,-0.604769532737189,-0.489713708618781,-0.546717571192941,-0.796322704101389,-0.663576950647787
"1201",40017,0.693631217541103,1.10723139061686,NA,-0.261026566902381,0.845812116530391
"1207",40018,0.446316788916666,-0.223556192079507,NA,NA,NA
"1213",40019,0.0444308424019571,1.25932140006788,NA,1.07721377609514,0.173312037094569
"1219",40020,3.54805191458147,-0.527736210981535,-0.802204833974172,0.863095321215536,-0.588854719599363
"1225",40022,0.312354806745097,0.555905106356939,1.24169326827568,0.381328797736429,1.68270110427275
"1231",40026,0.0135165388239025,0.0996350780038973,-0.700009928861679,0.113680729136925,1.24931216419188
"1237",40027,0.436012021057315,-0.166522438535377,-0.495620118636694,0.113680729136925,-0.00602131742165011
"1243",40029,0.0856499138393631,-0.508724959800158,NA,0.0601511154170239,0.860756562740076
"1249",40036,-0.687207675612001,-0.584769964525665,0.0664518594820147,-0.261026566902381,0.188256483304254
"1255",40039,3.15647073592612,-0.527736210981535,NA,NA,-0.708410289276843
"1261",40041,-0.450198014846916,-0.451691206256028,-0.393425213524202,-0.421615408062083,1.95170113604708
"1267",40047,0.116564217417418,-0.299601196805014,NA,NA,NA
"1273",40050,-0.0483120683322066,-0.584769964525665,NA,1.77309875445385,1.86203445878897
"1279",40051,3.3728708609725,4.93989962878241,NA,NA,0.442312068868898
"1285",40055,0.569974003228884,1.60152392133266,-0.393425213524202,0.541917638896131,2.26553450645046
"1291",40062,4.74340498626625,-0.432679955074651,0.0153544069257686,0.916624934935437,-0.409521365083144
"1297",40067,0.642107378244345,-0.413668703893274,NA,NA,1.68270110427275
"1303",40069,1.00277425332165,1.60152392133266,NA,2.20133566421306,1.68270110427275
"1309",40071,1.09551716405581,0.89810762762172,-1.21098445442414,-0.582204249221786,1.81720112015991
"1315",40072,-0.604769532737189,-0.299601196805014,NA,NA,2.26553450645046
"1321",40074,0.549364467510181,2.13383895441121,NA,1.98721720933345,NA
"1327",40076,-0.244102657659885,-0.584769964525665,NA,0.863095321215536,1.26425661040157
"1333",40078,-0.0277025326135036,2.00076019614157,NA,NA,0.322756499191418
"1339",40080,-0.501721854143673,0.650961362263823,NA,NA,NA
"1345",40084,0.0753451459800116,-0.527736210981535,NA,-1.06397077270089,0.472200961288267
"1351",40085,-0.687207675612001,-0.0714661826284933,NA,NA,NA
"1357",40088,-0.512026622003025,-0.584769964525665,-0.853302286530418,NA,-0.469299149921883
"1363",40114,-0.645988604174595,-0.546747462162912,0.0153544069257686,-0.153967339462579,-0.304910241615349
"1369",40118,2.19812732500642,0.0806238268225205,-1.0576920967554,-0.314556180622282,-0.18535467193787
"1375",40119,0.786374128275266,1.08822013943549,-0.240132855855463,0.381328797736429,-0.708410289276843
"1381",40132,NA,NA,NA,NA,NA
"1387",40134,-0.687207675612001,0.555905106356939,0.117549312038261,NA,NA
"1393",40137,-0.419283711268861,0.0996350780038973,NA,NA,0.292867606772049
"1399",40147,NA,NA,NA,NA,0.531978746127008
"1405",40152,NA,NA,NA,NA,NA
"1411",40153,-0.553245693440431,-0.261578694442261,NA,NA,NA
"1417",41300,NA,NA,NA,NA,NA
"1423",41302,-0.82116965778357,-0.584769964525665,NA,NA,NA
"1429",41303,NA,NA,NA,NA,NA
"1435",41304,NA,NA,NA,NA,NA
"1441",41305,NA,NA,NA,NA,NA
"1447",41306,NA,NA,NA,NA,NA
"1453",41307,0.384488181760557,3.3695702812007,NA,1.39839145841454,NA
"1459",41308,-0.398674175550158,1.14525389297962,NA,NA,NA
"1465",41309,NA,NA,NA,NA,NA
"1471",41310,2.45574652149021,4.93989962878241,NA,NA,NA
"1477",41311,-0.419283711268861,-0.280589945623637,NA,0.863095321215536,NA
"1483",41312,-0.305931264815994,-0.527736210981535,NA,-0.689263476661587,1.47347885733716
"1489",41313,-0.707817211330704,-0.451691206256028,NA,-1.11750038642079,NA
"1495",41314,NA,NA,NA,NA,NA
"1501",41316,NA,NA,NA,NA,NA
"1507",41317,NA,NA,NA,NA,NA
"1513",41318,NA,NA,NA,NA,NA
"1519",41319,NA,NA,NA,NA,NA
"1525",41320,NA,NA,NA,NA,NA
"1531",41321,-0.74903628276811,-0.584769964525665,NA,-0.582204249221786,1.08492325588535
"1537",41322,NA,NA,NA,NA,NA
"1543",41323,1.78593661063236,2.68516523867113,-0.086840498186724,NA,NA
"1549",41324,NA,NA,NA,NA,NA
"1555",41326,NA,NA,NA,NA,NA
"1561",41327,-0.254407425519237,-0.261578694442261,NA,0.809565707495635,2.26553450645046
"1567",41328,2.95037537873908,4.93989962878241,NA,-1.2245596138606,NA
"1573",41329,-0.779950586346164,-0.261578694442261,NA,NA,NA
"1579",41330,NA,NA,NA,NA,NA
"1585",41331,NA,NA,NA,-1.4922076824601,NA
"1591",43300,NA,NA,NA,NA,NA
"1597",50002,-0.522331389862376,1.7346026796023,NA,-0.528674635501885,NA
"1603",50006,1.06460286047776,-0.489713708618781,-1.10878954931165,-1.01044115898099,-2.25232102719939
"1609",50007,-0.388369407690807,-0.451691206256028,0.117549312038261,-1.06397077270089,-0.484243596131569
"1615",50008,0.0856499138393631,-0.508724959800158,NA,NA,NA
"1621",50009,0.848202735431376,-0.280589945623637,-0.495620118636694,-0.582204249221786,-0.484243596131569
"1627",50013,-0.676902907752649,-0.584769964525665,-0.648912476305433,NA,NA
"1633",50014,-0.316236032675346,-0.413668703893274,-0.342327760967955,NA,-0.753243627905897
"1639",50017,-0.779950586346164,-0.584769964525665,1.24169326827568,0.0601511154170239,NA
"1645",50018,0.497840628213424,NA,NA,NA,NA
"1651",50022,-0.316236032675346,1.18327639534237,0.219744217150753,0.970154548655338,NA
"1657",50024,-0.388369407690807,-0.584769964525665,NA,NA,NA
"1663",50025,-0.0895311397696127,-0.584769964525665,0.219744217150753,-0.20749695318248,-1.02224365968023
"1669",50026,-0.213188354081831,-0.470702457437405,-0.802204833974172,0.274269570296627,-0.09568799467976
"1675",50028,-0.233797889800534,-0.470702457437405,NA,NA,NA
"1681",50030,0.796678896134618,-0.451691206256028,0.168646764594507,NA,-0.738299181696212
"1687",50036,-0.759341050627461,-0.470702457437405,-0.240132855855463,-0.314556180622282,NA
"1693",50038,1.02338378904035,-0.546747462162912,-0.955497191642911,-0.261026566902381,0.815923224111022
"1699",50039,-0.913912568517734,-0.584769964525665,-1.46647171720537,-0.153967339462579,NA
"1705",50040,-0.913912568517734,-0.584769964525665,NA,-1.4922076824601,NA
"1711",50042,-0.0380073004728551,0.422826348087302,-1.0576920967554,-0.368085794342182,1.87697890499865
"1717",50043,-0.058616836191558,-0.375646201530521,-0.240132855855463,-1.01044115898099,NA
"1723",50045,-0.0380073004728551,0.517882603994185,1.03730345805069,-0.635733862941687,1.47347885733716
"1729",50047,-0.0173977647541521,-0.432679955074651,1.34388817338817,-0.528674635501885,NA
"1735",50054,-0.656293372033946,NA,NA,NA,NA
"1741",50055,0.188697592432878,-0.432679955074651,-0.393425213524202,1.66603952701405,NA
"1747",50056,-0.810864889924219,0.403815096905925,NA,-0.421615408062083,NA
"1753",50057,-0.378064639831455,-0.375646201530521,-1.61976407487411,-0.582204249221786,0.382534284030159
"1759",50058,-0.439893246987564,-0.527736210981535,-1.56866662231787,-0.475145021781984,NA
"1765",50060,-0.625379068455892,-0.185533689716754,0.219744217150753,-0.582204249221786,NA
"1771",50063,-0.378064639831455,-0.394657452711898,-2.38622586321781,0.916624934935437,NA
"1777",50067,-0.656293372033946,-0.584769964525665,NA,NA,NA
"1783",50069,0.106259449558066,-0.527736210981535,0.730718742713216,-1.3316188413004,NA
"1789",50070,NA,NA,NA,NA,NA
"1795",50071,NA,NA,NA,NA,NA
"1801",50072,NA,NA,NA,NA,NA
"1807",50073,NA,NA,NA,NA,NA
"1813",50075,NA,NA,NA,NA,NA
"1819",50076,NA,NA,NA,NA,NA
"1825",50077,-0.563550461299782,-0.09047743380987,1.65047288872565,0.648976866335933,0.412423176449528
"1831",50078,0.147478520995472,-0.20454494089813,NA,-0.635733862941687,NA
"1837",50082,-0.831474425642922,-0.375646201530521,1.03730345805069,0.113680729136925,NA
"1843",50084,-0.532636157721728,-0.280589945623637,NA,-0.100437725742678,NA
"1849",50089,-0.264712193378588,NA,NA,NA,NA
"1855",50090,-0.316236032675346,-0.489713708618781,-0.546717571192941,NA,1.47347885733716
"1861",50091,-0.913912568517734,NA,NA,NA,NA
"1867",50093,-0.61507430059654,-0.546747462162912,-1.36427681209288,-0.689263476661587,NA
"1873",50096,NA,NA,NA,NA,NA
"1879",50099,1.00277425332165,-0.584769964525665,-0.13793795074297,-0.421615408062083,NA
"1885",50100,-0.790255354205516,-0.546747462162912,-0.648912476305433,1.18427300353494,NA
"1891",50101,-0.429588479128213,-0.451691206256028,-0.597815023749187,NA,NA
"1897",50102,0.590583538947587,2.38098521976911,NA,NA,NA
"1903",50103,0.3329643424638,-0.584769964525665,NA,-1.01044115898099,NA
"1909",50104,0.724545521119157,-0.413668703893274,NA,-0.314556180622282,NA
"1915",50107,0.0650403781206601,0.327770092180418,-1.21098445442414,-1.01044115898099,-1.02224365968023
"1921",50108,-0.852083961361625,-0.527736210981535,-0.342327760967955,0.0601511154170239,NA
"1927",50110,0.631802610384994,-0.337623699167768,-0.444522666080448,1.45192107213445,-0.09568799467976
"1933",50112,0.260830967448339,1.2403101488865,NA,NA,-1.4406881535514
"1939",50113,-0.151359746925722,0.822062622896213,-1.41537426464913,NA,NA
"1945",50115,-0.831474425642922,-0.584769964525665,-0.955497191642911,0.756036093775735,NA
"1951",50116,-0.718121979190055,-0.299601196805014,2.77461684496307,NA,NA
"1957",50118,-0.305931264815994,0.137657580366651,NA,-0.635733862941687,-1.02224365968023
"1963",50121,2.22904162858448,4.93989962878241,NA,-0.0469081120227776,-1.63496595427731
"1969",50122,-0.872693497080328,-0.584769964525665,NA,NA,NA
"1975",50124,-0.0173977647541521,-0.584769964525665,NA,NA,-0.0209657636313353
"1981",50125,-0.82116965778357,-0.489713708618781,-1.41537426464913,0.220739956576727,NA
"1987",50126,-0.316236032675346,1.60152392133266,NA,1.29133223097474,NA
"1993",50127,-0.151359746925722,-0.584769964525665,NA,-0.956911545261091,NA
"1999",50128,-0.378064639831455,-0.584769964525665,-1.1598870018679,-0.20749695318248,NA
"2005",50129,0.374183413901206,3.48363778828896,-1.26208190698039,-1.06397077270089,NA
"2011",50131,-0.429588479128213,0.669972613445199,NA,-0.742793090381488,NA
"2017",50132,-0.326540800534698,-0.394657452711898,NA,-0.635733862941687,NA
"2023",50133,-0.645988604174595,-0.565758713344288,0.730718742713216,-0.475145021781984,NA
"2029",50135,-0.800560122064867,-0.584769964525665,NA,NA,NA
"2035",50136,-0.584159997018486,-0.413668703893274,NA,-0.368085794342182,NA
"2041",50137,NA,NA,NA,NA,NA
"2047",50138,NA,NA,NA,NA,NA
"2053",50139,NA,NA,NA,NA,NA
"2059",50140,NA,NA,NA,NA,NA
"2065",50145,-0.666598139893298,-0.584769964525665,-0.393425213524202,-1.3316188413004,-0.588854719599363
"2071",50149,-0.790255354205516,-0.261578694442261,0.373036574819493,NA,NA
"2077",50150,-0.00709299689480045,0.00457882209701364,-0.291230308411709,-0.582204249221786,-0.529076934760623
"2083",50152,-0.604769532737189,-0.432679955074651,-0.189035403299217,NA,0.636589869594802
"2089",50153,-0.852083961361625,-0.584769964525665,-1.56866662231787,-0.475145021781984,0.800978777901336
"2095",50158,-0.913912568517734,NA,NA,1.82662836817375,NA
"2101",50159,0.87911703900943,-0.584769964525665,0.832913647825709,-0.528674635501885,NA
"2107",50167,-0.532636157721728,-0.584769964525665,-2.38622586321781,NA,NA
"2113",50168,2.46605128934956,-0.223556192079507,0.832913647825709,-0.84985231782129,-1.30618813766424
"2119",50169,1.12643146763387,-0.375646201530521,0.219744217150753,-0.582204249221786,-1.02224365968023
"2125",50174,-0.532636157721728,-0.489713708618781,-1.92634879021159,-0.582204249221786,-0.872799197583377
"2131",50179,-0.779950586346164,-0.584769964525665,NA,0.274269570296627,NA
"2137",50180,-0.718121979190055,-0.584769964525665,-0.13793795074297,-0.153967339462579,NA
"2143",50189,-0.779950586346164,-0.584769964525665,NA,NA,NA
"2149",50191,0.178392824573527,1.44943391188165,-0.751107381417926,NA,NA
"2155",50192,0.466926324635369,NA,NA,NA,NA
"2161",50194,-0.573855229159134,-0.584769964525665,-0.648912476305433,-1.3851484550203,NA
"2167",50195,-0.48111231842497,0.593927608719692,1.13949836316319,-0.582204249221786,NA
"2173",50196,NA,NA,NA,NA,NA
"2179",50197,-0.233797889800534,-0.489713708618781,NA,-0.314556180622282,0.561867638546377
"2185",50204,-0.687207675612001,-0.318612447986391,NA,NA,NA
"2191",50205,NA,NA,NA,-1.4922076824601,NA
"2197",50211,0.0547356102613086,-0.584769964525665,NA,NA,NA
"2203",50222,-0.893303032799031,-0.584769964525665,NA,-0.261026566902381,NA
"2209",50224,0.312354806745097,0.72700636698933,1.5993754361694,-0.261026566902381,-0.394576918873459
"2215",50225,0.621497842525642,-0.356634950349144,-1.0576920967554,-0.421615408062083,-0.424465811292829
"2221",50226,0.436012021057315,-0.584769964525665,NA,-0.84985231782129,NA
"2227",50228,0.0856499138393631,-0.451691206256028,NA,1.13074338981504,2.26553450645046
"2233",50230,0.631802610384994,NA,NA,NA,NA
