"","Provider.ID","CAC_3_Score","IMM_2_Score","IMM_3_OP_27_FAC_ADHPCT_Score","OP_22_Score","OP_23_Score","OP_29_Score","OP_30_Score","OP_4_Score","PC_01_Score","STK_4_Score","STK_5_Score","STK_6_Score","STK_8_Score","VTE_1_Score","VTE_2_Score","VTE_3_Score","VTE_5_Score","VTE_6_Score"
"18835",50414,NA,0.510744111834098,-0.189446385389239,-1.0916170180824,1.20444023179674,1.06226831539784,0.875725982503108,0.779029900695592,-0.672639878808247,NA,NA,0.644429705619104,0.767510972829487,0.281310362524777,0.428609370021716,0.853427300204965,0.471194247436697,NA
"18878",50417,NA,0.510744111834098,0.0924580728693135,1.37648497309459,-0.888773732674444,-1.90417351687632,0.875725982503108,0.779029900695592,-0.672639878808247,NA,0.612827564080541,0.644429705619104,0.135581486980745,0.664078655723214,0.230247942506857,-0.434276188693762,0.658344863156919,NA
"18921",50423,NA,-0.628305015415284,-1.73992090581128,1.99351047088884,NA,NA,-1.59216579758203,-0.403369107268509,3.85412473252559,NA,NA,NA,NA,-3.2911937073273,-5.25642914255416,NA,NA,NA
"18964",50424,NA,0.717843953152167,0.374362531127866,NA,NA,0.184870026978721,0.235902187666219,NA,NA,NA,0.612827564080541,0.644429705619104,0.767510972829487,0.536489224657068,0.428609370021716,0.59588660242522,0.658344863156919,-0.522866954178344
"19007",50425,NA,0.407194191175063,-0.118970270824601,NA,NA,NA,NA,NA,NA,NA,0.612827564080541,-0.0962709855261274,0.641125075659739,0.664078655723214,0.428609370021716,0.853427300204965,0.658344863156919,-0.522866954178344
"19050",50426,NA,0.717843953152167,0.0924580728693135,3.84458696427158,NA,NA,NA,0.779029900695592,NA,NA,0.612827564080541,0.644429705619104,0.388353281320242,0.0261315003924855,-0.364836340037722,0.0808052068657289,0.0033177081361433,NA
"19093",50434,NA,-0.731854936074318,0.444838645692504,0.142433977506092,NA,-1.90417351687632,NA,0.779029900695592,-0.672639878808247,NA,NA,NA,NA,-0.866994517070534,0.031886514991997,NA,NA,NA
"19136",50438,NA,-2.28510374595984,-0.964683645600258,1.99351047088884,NA,0.811583090135235,0.784322583240695,-0.206302605941159,0.199009276134084,-1.01173686811701,-0.820045982260923,-0.0962709855261274,0.135581486980745,-3.2911937073273,-0.364836340037722,-1.97952037537223,-1.96176375692618,4.19212707179497
"19179",50441,NA,0.200094349856994,0.374362531127866,-0.474591520288156,-0.337927952550448,0.519116993995529,-1.50076239831962,NA,NA,0.403750039633179,0.612827564080541,0.644429705619104,0.261967384150494,0.536489224657068,0.626970797536576,0.209575555755602,0.658344863156919,-0.522866954178344
"19222",50444,NA,0.407194191175063,0.58579087482178,0.142433977506092,0.598509873660345,NA,NA,0.384896898040892,-0.0915404421800261,NA,NA,0.0518691527029188,0.388353281320242,0.281310362524777,0.626970797536576,-2.10829072426211,0.658344863156919,-0.522866954178344
"19265",50454,0.296688464654647,0.200094349856994,0.162934187433952,0.75945947530034,NA,0.519116993995529,0.510112385453457,NA,-0.382090160494137,0.673366593490359,-0.103609209090191,0.644429705619104,0.388353281320242,-0.739405086004388,-3.14189632524576,0.0808052068657289,0.471194247436697,-0.522866954178344
"19308",50455,NA,0.717843953152167,-2.5151581660223,0.142433977506092,NA,0.351993510487125,0.281603887297425,NA,-0.382090160494137,0.673366593490359,0.254609177495175,0.348149429161011,0.641125075659739,0.536489224657068,0.626970797536576,0.467116253535347,0.0968930159962541,-0.522866954178344
"19351",50457,NA,0.510744111834098,0.444838645692504,-0.474591520288156,NA,1.06226831539784,0.875725982503108,NA,NA,NA,-0.103609209090191,0.496289567390057,0.767510972829487,0.664078655723214,0.428609370021716,NA,NA,NA
"19394",50464,NA,0.614294032493132,-0.259922499953877,-1.0916170180824,NA,-0.0658151982838841,0.235902187666219,NA,-0.382090160494137,0.0667293473117048,NA,0.496289567390057,0.51473917848999,0.79166808678936,0.626970797536576,0.338345904645474,0.658344863156919,-0.522866954178344
"19437",50468,NA,-0.628305015415284,-1.95134924950519,1.99351047088884,NA,NA,NA,0.384896898040892,-0.382090160494137,NA,-0.103609209090191,-1.72581250604564,-1.63382107339573,0.281310362524777,0.626970797536576,0.209575555755602,NA,-0.522866954178344
"19480",50471,NA,0.407194191175063,-0.330398614518515,0.75945947530034,NA,0.644459606626831,0.190200488035013,-0.403369107268509,0.199009276134084,0.336345901168884,-0.103609209090191,0.0518691527029188,-0.496347998867996,0.0261315003924855,0.031886514991997,0.853427300204965,-1.68103783334585,NA
"19523",50481,NA,0.614294032493132,-0.541826958212429,-0.474591520288156,0.433256139623146,NA,NA,0.779029900695592,-0.672639878808247,NA,NA,0.200009290931965,0.388353281320242,0.79166808678936,0.626970797536576,0.853427300204965,0.658344863156919,NA
"19566",50485,NA,0.614294032493132,0.726743103951056,-0.474591520288156,NA,NA,NA,-1.58576811523261,NA,NA,-0.461827595675557,-1.13325195312945,0.261967384150494,-1.50494167240126,-0.166474912522863,0.0808052068657289,0.658344863156919,1.41860117416361
"19609",50488,NA,0.717843953152167,0.444838645692504,0.142433977506092,NA,NA,NA,0.779029900695592,-0.672639878808247,0.471154178097474,0.612827564080541,0.644429705619104,0.767510972829487,0.79166808678936,0.626970797536576,0.853427300204965,0.284043631716476,NA
"19652",50492,NA,0.200094349856994,0.23341030199859,-0.474591520288156,NA,0.226650897855822,-0.90664030311394,NA,0.489558994448195,NA,0.612827564080541,0.200009290931965,0.767510972829487,-0.10145793067366,0.626970797536576,0.724656951315092,0.284043631716476,-0.522866954178344
"19695",50496,NA,-0.31765525343818,-0.89420753103562,-0.474591520288156,-0.117589640500849,NA,NA,NA,NA,0.336345901168884,-1.17826436884629,0.0518691527029188,-0.2435762045285,-0.356636792805952,0.031886514991997,0.209575555755602,-0.745284754744743,NA
"19738",50498,NA,0.407194191175063,0.162934187433952,0.142433977506092,0.212917827573548,0.978706573643639,0.875725982503108,0.779029900695592,NA,NA,NA,0.348149429161011,0.51473917848999,0.664078655723214,0.626970797536576,0.853427300204965,0.377618939576587,NA
"19781",50502,NA,0.614294032493132,-0.471350843647791,0.75945947530034,NA,-0.525404777931994,NA,-2.57110062186936,NA,NA,0.612827564080541,0.200009290931965,0.009195589810997,-0.356636792805952,-0.364836340037722,-1.33566863092287,-0.0902575997239675,NA
"19824",50503,NA,0.510744111834098,0.515314760257142,-0.474591520288156,0.929017341734743,0.644459606626831,0.875725982503108,-0.403369107268509,-0.672639878808247,0.673366593490359,0.612827564080541,0.644429705619104,0.767510972829487,0.536489224657068,0.626970797536576,0.853427300204965,0.658344863156919,-0.522866954178344
