"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"1",10001,2.60818851363345,2.31414025347555,1.21337539362571,-1.03669812467999,-0.666762114188372,-0.0502224557281373,1.40080907125716,-1.26599488058072
"2",10005,1.14512603323638,-0.0378769804673265,-0.745887355147104,NA,0.488078272812874,-0.814849572268623,-0.0719959631212157,-0.23110557740155
"3",10006,-0.410726545474966,0.410241648038782,-0.846226956836278,NA,0.336251431043559,-0.598672272304297,1.40080907125716,0.134149470779333
"4",10007,NA,-1.14242884316346,NA,NA,NA,-1.62551444713484,NA,-0.596360625582432
"5",10008,NA,NA,NA,NA,NA,-0.45455407232808,NA,0.0732736294158525
"6",10011,0.0553818553595001,-0.185635014731503,0.62982139432815,-1.03669812467999,-0.113251659549058,-0.2243652806994,1.21670844195986,0.621156201687176
"7",10012,NA,-1.14242884316346,NA,NA,NA,-1.17514507220917,-0.44019722171581,0.0732736294158525
"8",10016,-0.361094632423148,-0.292214580430253,-0.300960437130635,NA,0.717611765881445,-0.108270064051891,-0.44019722171581,-0.535484784218952
"9",10018,NA,NA,NA,NA,NA,NA,NA,-0.0484780533111085
"10",10019,0.357489152196654,-0.926847448909174,-0.69703781221948,NA,0.966273050039063,-0.882905388924059,-2.09710288539148,0.560280360323696
"11",10021,NA,-1.14242884316346,NA,NA,NA,-1.14111716388145,1.58490970055446,0.742907884414137
"12",10022,NA,NA,NA,NA,NA,-1.62551444713484,NA,-0.23110557740155
"13",10023,1.28323222607622,0.822026333693044,0.385573679690029,0.0728970440805628,1.6297683034404,0.199982752563906,-1.72890162679689,-1.81387745285204
"14",10024,2.62760969700155,0.565266470873327,-0.447509065913508,1.76005686871864,2.98186403604745,0.274043494218351,-1.72890162679689,-0.718112308309393
"15",10029,0.502069072825863,-0.335815311852469,-0.767011481818509,1.08063952456396,0.0158609303020128,-0.358475272343935,0.664406554067972,-1.6312499287616
"16",10032,NA,NA,NA,NA,NA,NA,NA,-0.0484780533111085
"17",10033,0.702754634296259,-0.396371883272213,0.0607902321171764,-0.116429129422857,0.337446917986625,0.00982679426195305,0.664406554067972,-0.474608942855471
"18",10034,NA,0.453842379460998,NA,NA,NA,0.113912160911443,NA,0.742907884414137
"19",10035,-0.768939483153306,0.0444799566635258,-0.446188807996545,NA,1.13961865678356,-1.21918118886857,-0.992499109607701,-1.50949824603464
"20",10036,NA,-1.14242884316346,NA,NA,NA,-1.067056422227,-0.808398480310404,0.803783725777618
"21",10038,NA,0.960095316530061,NA,NA,NA,-0.392503180671653,-0.0719959631212157,-0.109353894674589
"22",10039,1.24438985934001,0.240683248063498,0.677350679338811,-0.36207384820894,-0.480266151070158,-0.446547505662735,-1.72890162679689,-0.900739832399835
"23",10040,-0.520779917894215,-0.783933940358578,-1.25550691109475,-1.03669812467999,-0.513739785475991,-0.748795397279523,1.76901032985175,0.560280360323696
"24",10044,NA,NA,NA,NA,NA,-1.62551444713484,NA,0.012397788052372
"25",10045,NA,1.63348439071762,NA,NA,NA,1.73123862731121,NA,0.012397788052372
"26",10046,-1.14657360419975,1.83937673354475,-0.541247378017867,NA,-0.486243585785485,-0.334455572347899,1.03260781266257,-1.0224915151268
"27",10047,NA,NA,NA,NA,NA,NA,NA,0.0732736294158525
"28",10049,NA,-1.14242884316346,NA,0.08487971328964,NA,-0.644710030630033,-1.176599738905,-0.718112308309393
"29",10051,NA,NA,NA,NA,NA,NA,NA,0.0732736294158525
