"","Provider.ID","Hospital.overall.rating"
"2467",261301,"Not Available"
"2468",261302,"Not Available"
"2469",261303,"3"
"2470",261305,"Not Available"
"2471",261306,"Not Available"
"2472",261307,"Not Available"
"2473",261308,"Not Available"
"2474",261309,"4"
"2475",261310,"3"
"2476",261311,"4"
"2477",261312,"Not Available"
"2478",261313,"Not Available"
"2479",261314,"Not Available"
"2480",261315,"Not Available"
"2481",261316,"Not Available"
"2482",261317,"Not Available"
"2483",261318,"Not Available"
"2484",261319,"3"
"2485",261320,"3"
"2486",261321,"4"
"2487",261322,"Not Available"
"2488",261323,"Not Available"
"2489",261324,"3"
"2490",261325,"4"
"2491",261327,"Not Available"
"2492",261328,"3"
"2493",261329,"Not Available"
"2494",261330,"3"
"2495",261331,"Not Available"
"2496",261332,"Not Available"
"2497",261333,"3"
"2498",261334,"Not Available"
"2499",261335,"Not Available"
"2500",261336,"Not Available"
"2501",261337,"4"
"2502",261338,"3"
"2503",261339,"Not Available"
"2504",263301,"Not Available"
"2505",263302,"Not Available"
"2506",263303,"Not Available"
"2507",263304,"Not Available"
"2508",270003,"3"
"2509",270004,"4"
"2510",270012,"4"
"2511",270014,"4"
"2512",270017,"3"
"2513",270023,"4"
"2514",270032,"2"
"2515",270049,"4"
"2516",270051,"4"
"2517",270057,"3"
"2518",270074,"Not Available"
"2519",270086,"4"
"2520",270087,"4"
"2521",271300,"Not Available"
"2522",271301,"Not Available"
"2523",271302,"Not Available"
"2524",271303,"Not Available"
"2525",271304,"Not Available"
"2526",271305,"Not Available"
"2527",271306,"Not Available"
"2528",271307,"Not Available"
"2529",271308,"Not Available"
"2530",271309,"Not Available"
"2531",271310,"Not Available"
"2532",271311,"Not Available"
"2533",271312,"Not Available"
"2534",271313,"Not Available"
"2535",271314,"Not Available"
"2536",271315,"Not Available"
"2537",271316,"3"
"2538",271317,"3"
"2539",271318,"4"
"2540",271319,"Not Available"
"2541",271320,"3"
"2542",271321,"Not Available"
"2543",271322,"Not Available"
"2544",271323,"Not Available"
"2545",271324,"Not Available"
"2546",271325,"3"
"2547",271326,"Not Available"
"2548",271327,"Not Available"
"2549",271328,"Not Available"
"2550",271329,"Not Available"
"2551",271330,"Not Available"
"2552",271331,"Not Available"
"2553",271332,"Not Available"
"2554",271333,"Not Available"
"2555",271334,"Not Available"
"2556",271335,"3"
"2557",271336,"4"
"2558",271337,"Not Available"
"2559",271338,"Not Available"
"2560",271339,"Not Available"
"2561",271340,"3"
"2562",271341,"Not Available"
"2563",271342,"Not Available"
"2564",271343,"3"
"2565",271344,"3"
"2566",271345,"3"
"2567",271346,"Not Available"
"2568",271347,"3"
"2569",280003,"4"
"2570",280009,"3"
"2571",280013,"2"
"2572",280020,"3"
"2573",280023,"3"
"2574",280030,"3"
"2575",280032,"3"
"2576",280040,"3"
"2577",280060,"4"
"2578",280061,"3"
"2579",280065,"3"
"2580",280077,"2"
"2581",280081,"3"
"2582",280105,"3"
"2583",280111,"4"
"2584",280125,"4"
"2585",280127,"5"
"2586",280128,"5"
"2587",280129,"5"
"2588",280130,"3"
"2589",280131,"5"
"2590",280132,"3"
"2591",280133,"Not Available"
"2592",280134,"3"
"2593",281300,"Not Available"
"2594",281301,"Not Available"
"2595",281302,"Not Available"
"2596",281303,"Not Available"
"2597",281304,"Not Available"
"2598",281305,"Not Available"
"2599",281306,"Not Available"
"2600",281307,"Not Available"
"2601",281308,"Not Available"
"2602",281309,"Not Available"
"2603",281310,"Not Available"
"2604",281311,"Not Available"
"2605",281312,"Not Available"
"2606",281313,"Not Available"
"2607",281314,"Not Available"
"2608",281315,"Not Available"
"2609",281316,"Not Available"
"2610",281318,"Not Available"
"2611",281319,"3"
"2612",281320,"3"
"2613",281321,"Not Available"
"2614",281322,"3"
"2615",281323,"Not Available"
"2616",281324,"Not Available"
"2617",281325,"Not Available"
"2618",281326,"Not Available"
"2619",281327,"Not Available"
"2620",281328,"Not Available"
"2621",281329,"3"
"2622",281330,"Not Available"
"2623",281331,"Not Available"
"2624",281332,"Not Available"
"2625",281333,"Not Available"
"2626",281334,"4"
"2627",281335,"Not Available"
"2628",281336,"3"
"2629",281338,"3"
"2630",281339,"3"
"2631",281340,"Not Available"
"2632",281341,"3"
"2633",281342,"3"
"2634",281343,"Not Available"
"2635",281344,"3"
"2636",281345,"3"
"2637",281346,"Not Available"
"2638",281347,"Not Available"
"2639",281348,"4"
"2640",281349,"4"
"2641",281350,"Not Available"
"2642",281351,"Not Available"
"2643",281352,"4"
"2644",281353,"3"
"2645",281354,"Not Available"
"2646",281355,"3"
"2647",281356,"Not Available"
"2648",281357,"3"
"2649",281358,"Not Available"
"2650",281359,"3"
"2651",281360,"3"
"2652",281361,"3"
"2653",281362,"4"
"2654",281363,"4"
"2655",281364,"4"
"2656",281365,"3"
"2657",283300,"Not Available"
"2658",283301,"Not Available"
"2659",290001,"1"
"2660",290002,"Not Available"
"2661",290003,"1"
"2662",290005,"2"
"2663",290006,"3"
"2664",290007,"1"
"2665",290008,"2"
"2666",290009,"3"
"2667",290012,"2"
"2668",290019,"3"
"2669",290021,"1"
"2670",290022,"1"
"2671",290032,"3"
"2672",290039,"2"
"2673",290041,"3"
"2674",290042,"Not Available"
"2675",290045,"1"
"2676",290046,"2"
"2677",290047,"3"
"2678",290049,"4"
"2679",290053,"2"
"2680",290054,"2"
"2681",290056,"Not Available"
"2682",291300,"Not Available"
"2683",291301,"Not Available"
"2684",291302,"Not Available"
"2685",291303,"Not Available"
"2686",291304,"Not Available"
"2687",291306,"3"
"2688",291307,"4"
"2689",291308,"3"
"2690",291309,"2"
"2691",291311,"4"
"2692",291312,"Not Available"
"2693",300001,"3"
"2694",300003,"3"
"2695",300005,"3"
"2696",300011,"4"
"2697",300012,"3"
"2698",300014,"4"
"2699",300017,"3"
"2700",300018,"4"
"2701",300019,"4"
"2702",300020,"4"
"2703",300023,"4"
"2704",300029,"3"
"2705",300034,"4"
"2706",301300,"3"
"2707",301301,"4"
"2708",301302,"4"
"2709",301303,"3"
"2710",301304,"3"
"2711",301305,"3"
"2712",301306,"3"
"2713",301307,"3"
"2714",301308,"4"
"2715",301309,"4"
"2716",301310,"3"
"2717",301311,"3"
"2718",301312,"4"
"2719",310001,"2"
"2720",310002,"1"
"2721",310003,"1"
"2722",310005,"3"
"2723",310006,"2"
"2724",310008,"4"
"2725",310009,"3"
"2726",310010,"3"
"2727",310011,"3"
"2728",310012,"3"
"2729",310014,"2"
"2730",310015,"4"
"2731",310016,"2"
"2732",310017,"2"
"2733",310019,"1"
"2734",310021,"2"
"2735",310022,"4"
"2736",310024,"3"
"2737",310025,"2"
"2738",310027,"2"
"2739",310028,"3"
"2740",310029,"4"
"2741",310031,"4"
"2742",310032,"2"
"2743",310034,"3"
"2744",310038,"2"
"2745",310039,"2"
"2746",310040,"2"
"2747",310041,"2"
"2748",310044,"2"
"2749",310045,"3"
"2750",310047,"4"
"2751",310048,"2"
"2752",310050,"2"
"2753",310051,"3"
"2754",310052,"4"
"2755",310054,"2"
"2756",310057,"3"
"2757",310058,"3"
"2758",310060,"3"
"2759",310061,"2"
"2760",310064,"3"
"2761",310069,"3"
"2762",310070,"2"
"2763",310073,"3"
"2764",310074,"2"
"2765",310075,"4"
"2766",310076,"2"
"2767",310081,"3"
"2768",310083,"2"
"2769",310084,"3"
"2770",310086,"3"
"2771",310091,"2"
"2772",310092,"1"
"2773",310096,"2"
"2774",310108,"2"
"2775",310110,"1"
"2776",310111,"4"
"2777",310112,"3"
"2778",310113,"3"
"2779",310115,"2"
"2780",310118,"2"
"2781",310119,"1"
"2782",310130,"3"
"2783",313300,"Not Available"
"2784",313302,"Not Available"
"2785",320001,"1"
"2786",320002,"2"
"2787",320003,"3"
"2788",320004,"2"
"2789",320005,"2"
"2790",320006,"2"
"2791",320009,"3"
"2792",320011,"4"
"2793",320013,"3"
"2794",320016,"4"
"2795",320017,"3"
"2796",320018,"2"
"2797",320021,"3"
"2798",320022,"3"
"2799",320030,"3"
"2800",320033,"3"
"2801",320038,"2"
"2802",320057,"Not Available"
"2803",320058,"Not Available"
"2804",320059,"2"
"2805",320060,"Not Available"
"2806",320061,"2"
"2807",320062,"Not Available"
"2808",320063,"3"
"2809",320065,"2"
"2810",320067,"Not Available"
"2811",320070,"Not Available"
"2812",320074,"4"
"2813",320084,"3"
"2814",320085,"3"
"2815",320086,"3"
"2816",320089,"3"
"2817",321300,"Not Available"
"2818",321301,"Not Available"
"2819",321302,"Not Available"
"2820",321304,"Not Available"
"2821",321305,"4"
"2822",321306,"3"
"2823",321307,"3"
"2824",321308,"3"
"2825",321309,"2"
"2826",330003,"2"
"2827",330004,"1"
"2828",330005,"2"
"2829",330006,"1"
"2830",330008,"3"
"2831",330009,"1"
"2832",330011,"1"
"2833",330013,"2"
"2834",330014,"1"
"2835",330019,"3"
"2836",330023,"2"
"2837",330024,"3"
"2838",330027,"1"
"2839",330028,"1"
"2840",330030,"2"
"2841",330033,"3"
"2842",330043,"1"
"2843",330044,"1"
"2844",330045,"3"
"2845",330046,"2"
"2846",330047,"3"
"2847",330049,"3"
"2848",330055,"2"
"2849",330056,"1"
"2850",330057,"3"
"2851",330058,"2"
"2852",330059,"2"
"2853",330061,"2"
"2854",330065,"2"
"2855",330073,"3"
"2856",330074,"3"
"2857",330078,"3"
"2858",330079,"4"
"2859",330080,"1"
"2860",330084,"3"
"2861",330085,"2"
"2862",330086,"2"
"2863",330088,"3"
"2864",330090,"2"
"2865",330094,"1"
"2866",330096,"3"
"2867",330100,"Not Available"
"2868",330101,"4"
"2869",330102,"3"
"2870",330103,"2"
"2871",330104,"2"
"2872",330106,"2"
"2873",330107,"1"
"2874",330108,"2"
"2875",330111,"2"
"2876",330115,"3"
"2877",330119,"3"
"2878",330125,"3"
"2879",330126,"3"
"2880",330127,"1"
"2881",330128,"1"
"2882",330132,"4"
"2883",330135,"3"
"2884",330136,"2"
"2885",330140,"3"
"2886",330141,"2"
"2887",330144,"3"
"2888",330151,"3"
"2889",330153,"2"
"2890",330157,"2"
"2891",330158,"2"
"2892",330160,"1"
"2893",330162,"4"
"2894",330163,"2"
"2895",330164,"4"
"2896",330166,"Not Available"
"2897",330167,"2"
"2898",330169,"2"
"2899",330175,"3"
"2900",330180,"2"
"2901",330181,"2"
"2902",330182,"4"
"2903",330184,"2"
"2904",330185,"4"
"2905",330188,"3"
"2906",330191,"4"
"2907",330193,"1"
"2908",330194,"2"
"2909",330195,"2"
"2910",330196,"1"
"2911",330197,"3"
"2912",330198,"2"
"2913",330199,"2"
"2914",330201,"2"
"2915",330202,"1"
"2916",330203,"2"
"2917",330204,"1"
"2918",330205,"3"
"2919",330208,"3"
"2920",330211,"3"
"2921",330214,"4"
"2922",330215,"2"
"2923",330218,"3"
"2924",330219,"2"
"2925",330221,"1"
"2926",330222,"3"
"2927",330223,"2"
"2928",330224,"4"
"2929",330226,"4"
"2930",330229,"2"
"2931",330231,"1"
"2932",330232,"3"
"2933",330233,"1"
"2934",330234,"1"
"2935",330235,"2"
"2936",330236,"1"
"2937",330238,"3"
"2938",330239,"2"
"2939",330240,"1"
"2940",330241,"1"
"2941",330245,"2"
"2942",330246,"3"
"2943",330250,"3"
"2944",330259,"1"
"2945",330261,"3"
"2946",330264,"2"
"2947",330265,"3"
"2948",330267,"2"
"2949",330268,"4"
"2950",330270,"5"
"2951",330273,"3"
"2952",330276,"3"
"2953",330277,"4"
"2954",330279,"2"
"2955",330285,"3"
"2956",330286,"1"
"2957",330304,"3"
"2958",330306,"2"
"2959",330307,"3"
"2960",330331,"2"
"2961",330332,"2"
"2962",330340,"2"
"2963",330350,"1"
"2964",330353,"1"
"2965",330372,"1"
"2966",330385,"2"
"2967",330386,"2"
"2968",330387,"Not Available"
"2969",330393,"2"
"2970",330394,"2"
"2971",330395,"1"
"2972",330396,"2"
"2973",330397,"1"
"2974",330399,"2"
"2975",330401,"2"
"2976",330403,"Not Available"
"2977",330405,"Not Available"
"2978",330406,"Not Available"
"2979",330408,"Not Available"
"2980",330409,"Not Available"
"2981",331301,"Not Available"
"2982",331302,"Not Available"
"2983",331303,"Not Available"
"2984",331304,"Not Available"
"2985",331305,"Not Available"
"2986",331306,"Not Available"
"2987",331307,"Not Available"
"2988",331309,"Not Available"
"2989",331310,"3"
"2990",331311,"3"
"2991",331312,"3"
"2992",331313,"3"
"2993",331314,"3"
"2994",331315,"Not Available"
"2995",331316,"4"
"2996",331317,"3"
"2997",331318,"Not Available"
"2998",331319,"2"
"2999",333301,"Not Available"
"3000",340001,"3"
"3001",340002,"4"
"3002",340003,"3"
"3003",340004,"3"
"3004",340008,"4"
"3005",340010,"3"
"3006",340013,"3"
"3007",340014,"3"
"3008",340015,"3"
"3009",340016,"2"
"3010",340017,"4"
"3011",340020,"2"
"3012",340021,"4"
"3013",340023,"3"
"3014",340024,"4"
"3015",340027,"2"
"3016",340028,"3"
"3017",340030,"4"
"3018",340032,"4"
"3019",340037,"4"
"3020",340039,"3"
"3021",340040,"2"
"3022",340041,"2"
"3023",340042,"3"
"3024",340047,"3"
"3025",340049,"5"
"3026",340050,"2"
"3027",340051,"3"
"3028",340053,"3"
"3029",340060,"3"
"3030",340061,"2"
"3031",340064,"2"
"3032",340068,"2"
"3033",340069,"2"
"3034",340070,"3"
"3035",340071,"3"
"3036",340073,"4"
"3037",340075,"3"
"3038",340084,"3"
"3039",340085,"2"
"3040",340087,"3"
"3041",340090,"3"
"3042",340091,"5"
"3043",340096,"3"
"3044",340097,"4"
"3045",340098,"4"
"3046",340099,"3"
"3047",340106,"3"
"3048",340107,"3"
"3049",340109,"3"
"3050",340113,"3"
"3051",340114,"3"
"3052",340115,"4"
"3053",340116,"3"
"3054",340119,"3"
"3055",340120,"2"
"3056",340123,"4"
"3057",340126,"4"
"3058",340127,"3"
"3059",340129,"2"
"3060",340130,"2"
"3061",340131,"5"
"3062",340132,"2"
"3063",340133,"2"
"3064",340141,"3"
"3065",340142,"3"
"3066",340143,"3"
"3067",340144,"3"
"3068",340145,"4"
"3069",340147,"2"
"3070",340148,"5"
"3071",340151,"3"
"3072",340155,"3"
"3073",340156,"Not Available"
"3074",340158,"3"
"3075",340159,"3"
"3076",340166,"3"
"3077",340168,"Not Available"
"3078",340171,"4"
"3079",340173,"3"
"3080",340183,"3"
"3081",340184,"3"
"3082",340186,"3"
"3083",340187,"Not Available"
"3084",340188,"Not Available"
"3085",341302,"Not Available"
"3086",341303,"3"
"3087",341304,"3"
"3088",341305,"4"
"3089",341307,"Not Available"
"3090",341311,"4"
"3091",341314,"Not Available"
"3092",341315,"3"
"3093",341316,"Not Available"
"3094",341317,"Not Available"
"3095",341318,"4"
"3096",341319,"4"
"3097",341320,"3"
"3098",341322,"4"
"3099",341323,"3"
"3100",341324,"4"
"3101",341325,"4"
"3102",341326,"3"
"3103",341327,"3"
"3104",341328,"3"
"3105",341329,"3"
"3106",350002,"4"
"3107",350006,"1"
"3108",350011,"3"
"3109",350015,"3"
"3110",350019,"3"
"3111",350063,"Not Available"
"3112",350064,"Not Available"
"3113",350070,"4"
"3114",351300,"Not Available"
"3115",351301,"Not Available"
"3116",351302,"Not Available"
"3117",351303,"Not Available"
"3118",351304,"Not Available"
"3119",351305,"Not Available"
"3120",351306,"Not Available"
"3121",351307,"Not Available"
"3122",351308,"Not Available"
"3123",351309,"Not Available"
"3124",351310,"Not Available"
"3125",351311,"3"
"3126",351312,"Not Available"
"3127",351313,"Not Available"
"3128",351314,"Not Available"
"3129",351315,"3"
"3130",351316,"Not Available"
"3131",351318,"4"
"3132",351319,"Not Available"
"3133",351320,"Not Available"
"3134",351321,"Not Available"
"3135",351322,"Not Available"
"3136",351323,"Not Available"
"3137",351324,"Not Available"
"3138",351325,"Not Available"
"3139",351326,"Not Available"
"3140",351327,"Not Available"
"3141",351328,"Not Available"
"3142",351329,"Not Available"
"3143",351330,"4"
"3144",351331,"Not Available"
"3145",351332,"3"
"3146",351333,"3"
"3147",351334,"3"
"3148",351335,"3"
"3149",351336,"3"
"3150",360001,"4"
"3151",360002,"4"
"3152",360003,"2"
"3153",360006,"2"
"3154",360008,"4"
"3155",360009,"3"
"3156",360010,"3"
"3157",360011,"3"
"3158",360012,"3"
"3159",360013,"3"
"3160",360014,"3"
"3161",360016,"4"
"3162",360017,"2"
"3163",360020,"2"
"3164",360025,"4"
"3165",360026,"4"
"3166",360027,"3"
"3167",360029,"3"
"3168",360032,"4"
"3169",360035,"2"
"3170",360036,"3"
"3171",360037,"4"
"3172",360039,"3"
"3173",360040,"3"
"3174",360041,"4"
"3175",360044,"3"
"3176",360046,"3"
"3177",360048,"1"
"3178",360051,"4"
"3179",360052,"3"
"3180",360054,"2"
"3181",360055,"4"
"3182",360056,"4"
"3183",360058,"4"
"3184",360059,"2"
"3185",360064,"1"
"3186",360065,"4"
"3187",360066,"4"
"3188",360068,"4"
"3189",360070,"3"
"3190",360071,"3"
"3191",360072,"2"
"3192",360074,"4"
"3193",360075,"3"
"3194",360076,"4"
"3195",360077,"5"
"3196",360078,"3"
"3197",360079,"4"
"3198",360080,"3"
"3199",360081,"4"
"3200",360082,"4"
"3201",360084,"4"
"3202",360085,"3"
"3203",360086,"3"
"3204",360087,"4"
"3205",360089,"4"
"3206",360090,"3"
"3207",360091,"4"
"3208",360092,"3"
"3209",360095,"4"
"3210",360096,"3"
"3211",360098,"4"
"3212",360107,"3"
"3213",360109,"2"
"3214",360112,"2"
"3215",360118,"2"
"3216",360121,"4"
"3217",360123,"4"
"3218",360125,"3"
"3219",360131,"4"
"3220",360132,"4"
"3221",360133,"4"
"3222",360134,"3"
"3223",360137,"3"
"3224",360141,"2"
"3225",360143,"4"
"3226",360144,"3"
"3227",360145,"3"
"3228",360147,"2"
"3229",360148,"4"
"3230",360150,"3"
"3231",360151,"3"
"3232",360152,"2"
"3233",360153,"Not Available"
"3234",360155,"4"
"3235",360156,"4"
"3236",360159,"3"
"3237",360161,"4"
"3238",360163,"4"
"3239",360170,"3"
"3240",360172,"3"
"3241",360174,"3"
"3242",360175,"3"
"3243",360179,"4"
"3244",360180,"4"
"3245",360185,"3"
"3246",360189,"3"
"3247",360192,"4"
"3248",360197,"3"
"3249",360203,"3"
"3250",360210,"4"
"3251",360211,"4"
"3252",360218,"3"
"3253",360230,"4"
"3254",360234,"4"
"3255",360236,"4"
"3256",360239,"4"
"3257",360241,"Not Available"
"3258",360245,"Not Available"
"3259",360247,"Not Available"
"3260",360259,"4"
"3261",360261,"Not Available"
"3262",360262,"5"
"3263",360263,"5"
"3264",360266,"5"
"3265",360270,"4"
"3266",360274,"Not Available"
"3267",360276,"2"
"3268",360348,"5"
"3269",360351,"5"
"3270",360352,"5"
"3271",360354,"4"
"3272",360355,"5"
"3273",360358,"Not Available"
"3274",360359,"3"
"3275",360360,"3"
"3276",360361,"Not Available"
"3277",360362,"Not Available"
"3278",361300,"3"
"3279",361301,"4"
"3280",361302,"Not Available"
"3281",361303,"Not Available"
"3282",361304,"Not Available"
"3283",361306,"4"
"3284",361307,"5"
"3285",361308,"4"
"3286",361309,"4"
"3287",361310,"4"
"3288",361311,"Not Available"
"3289",361312,"3"
"3290",361313,"4"
"3291",361314,"4"
"3292",361315,"4"
"3293",361316,"3"
"3294",361318,"4"
"3295",361319,"3"
"3296",361320,"3"
"3297",361321,"4"
"3298",361322,"Not Available"
"3299",361323,"3"
"3300",361324,"4"
"3301",361325,"3"
"3302",361326,"3"
"3303",361327,"Not Available"
"3304",361328,"4"
"3305",361329,"3"
"3306",361330,"4"
"3307",361331,"3"
"3308",361332,"2"
"3309",361333,"3"
"3310",361334,"Not Available"
"3311",363300,"Not Available"
"3312",363302,"Not Available"
"3313",363303,"Not Available"
"3314",363304,"Not Available"
"3315",363305,"Not Available"
"3316",363306,"Not Available"
"3317",363308,"Not Available"
"3318",370001,"2"
"3319",370002,"3"
"3320",370004,"3"
"3321",370006,"3"
"3322",370007,"3"
"3323",370008,"4"
"3324",370011,"3"
"3325",370013,"3"
"3326",370014,"3"
"3327",370015,"4"
"3328",370016,"4"
"3329",370018,"2"
"3330",370019,"3"
"3331",370020,"3"
"3332",370022,"3"
"3333",370023,"3"
"3334",370025,"2"
"3335",370026,"4"
"3336",370028,"4"
"3337",370029,"3"
"3338",370030,"4"
"3339",370032,"3"
"3340",370034,"2"
"3341",370036,"3"
"3342",370037,"3"
"3343",370039,"3"
"3344",370040,"3"
"3345",370041,"3"
"3346",370047,"3"
"3347",370048,"2"
"3348",370049,"4"
"3349",370051,"3"
"3350",370054,"3"
"3351",370056,"3"
"3352",370057,"2"
"3353",370065,"3"
"3354",370072,"3"
"3355",370078,"2"
"3356",370080,"Not Available"
"3357",370083,"3"
"3358",370089,"3"
"3359",370091,"3"
"3360",370093,"1"
"3361",370094,"2"
"3362",370097,"2"
"3363",370099,"3"
"3364",370100,"3"
"3365",370106,"3"
"3366",370112,"4"
"3367",370113,"3"
"3368",370114,"2"
"3369",370138,"3"
"3370",370139,"2"
"3371",370149,"2"
"3372",370153,"3"
"3373",370156,"3"
"3374",370158,"4"
"3375",370166,"3"
"3376",370169,"Not Available"
"3377",370170,"Not Available"
"3378",370171,"3"
"3379",370172,"Not Available"
"3380",370173,"Not Available"
"3381",370178,"4"
"3382",370180,"3"
"3383",370183,"3"
"3384",370190,"4"
"3385",370192,"Not Available"
"3386",370199,"4"
"3387",370201,"Not Available"
"3388",370202,"3"
"3389",370203,"5"
"3390",370206,"Not Available"
"3391",370210,"5"
"3392",370211,"3"
"3393",370212,"Not Available"
"3394",370214,"Not Available"
"3395",370215,"5"
"3396",370216,"4"
"3397",370218,"3"
"3398",370220,"Not Available"
"3399",370222,"5"
"3400",370225,"Not Available"
"3401",370227,"3"
"3402",370228,"4"
"3403",370229,"3"
"3404",370233,"Not Available"
"3405",370234,"3"
"3406",370235,"4"
"3407",370236,"3"
"3408",371300,"Not Available"
"3409",371301,"Not Available"
"3410",371302,"Not Available"
"3411",371303,"Not Available"
"3412",371304,"3"
"3413",371305,"Not Available"
"3414",371306,"Not Available"
"3415",371307,"Not Available"
"3416",371309,"Not Available"
"3417",371310,"Not Available"
"3418",371311,"Not Available"
"3419",371312,"Not Available"
"3420",371313,"4"
"3421",371314,"3"
"3422",371316,"Not Available"
"3423",371317,"4"
"3424",371318,"Not Available"
"3425",371319,"3"
"3426",371320,"Not Available"
"3427",371321,"3"
"3428",371322,"Not Available"
"3429",371323,"3"
"3430",371324,"Not Available"
"3431",371325,"Not Available"
"3432",371326,"3"
"3433",371327,"Not Available"
"3434",371328,"3"
"3435",371329,"Not Available"
"3436",371330,"Not Available"
"3437",371331,"Not Available"
"3438",371332,"Not Available"
"3439",371333,"Not Available"
"3440",371334,"Not Available"
"3441",371335,"3"
"3442",373300,"Not Available"
"3443",380001,"3"
"3444",380002,"3"
"3445",380004,"3"
"3446",380005,"4"
"3447",380007,"2"
"3448",380009,"3"
"3449",380014,"3"
"3450",380017,"3"
"3451",380018,"4"
"3452",380020,"3"
"3453",380021,"3"
"3454",380022,"3"
"3455",380025,"3"
"3456",380027,"3"
"3457",380029,"3"
"3458",380033,"2"
"3459",380037,"4"
"3460",380038,"3"
"3461",380040,"4"
"3462",380047,"3"
"3463",380050,"3"
"3464",380051,"3"
"3465",380052,"4"
"3466",380056,"3"
"3467",380060,"3"
"3468",380061,"3"
"3469",380071,"3"
"3470",380075,"2"
"3471",380082,"3"
"3472",380089,"4"
"3473",380090,"1"
"3474",380091,"3"
"3475",380102,"3"
"3476",380103,"4"
"3477",381301,"3"
"3478",381302,"3"
"3479",381303,"4"
"3480",381304,"Not Available"
"3481",381305,"Not Available"
"3482",381306,"Not Available"
"3483",381307,"Not Available"
"3484",381308,"Not Available"
"3485",381309,"3"
"3486",381310,"Not Available"
"3487",381311,"Not Available"
"3488",381312,"3"
"3489",381313,"4"
"3490",381314,"3"
"3491",381315,"4"
"3492",381316,"3"
"3493",381317,"3"
"3494",381318,"4"
"3495",381319,"4"
"3496",381320,"3"
"3497",381321,"3"
"3498",381322,"3"
"3499",381323,"3"
"3500",381324,"3"
"3501",381325,"3"
"3502",383300,"Not Available"
"3503",390001,"2"
"3504",390002,"3"
"3505",390003,"3"
"3506",390004,"4"
"3507",390006,"2"
"3508",390008,"3"
"3509",390009,"3"
"3510",390012,"3"
"3511",390013,"3"
"3512",390016,"3"
"3513",390019,"3"
"3514",390025,"Not Available"
"3515",390026,"2"
"3516",390027,"2"
"3517",390028,"2"
"3518",390030,"2"
"3519",390031,"2"
"3520",390032,"3"
"3521",390035,"4"
"3522",390036,"2"
"3523",390037,"3"
"3524",390039,"2"
"3525",390041,"4"
"3526",390042,"4"
"3527",390043,"3"
"3528",390044,"3"
"3529",390045,"4"
"3530",390046,"3"
"3531",390048,"3"
"3532",390049,"4"
"3533",390050,"1"
"3534",390052,"3"
"3535",390056,"4"
"3536",390057,"4"
"3537",390058,"3"
"3538",390061,"3"
"3539",390062,"3"
"3540",390063,"3"
"3541",390065,"4"
"3542",390066,"2"
"3543",390067,"3"
"3544",390068,"3"
"3545",390070,"3"
"3546",390071,"3"
"3547",390072,"3"
"3548",390073,"2"
"3549",390076,"3"
"3550",390079,"2"
"3551",390080,"3"
"3552",390081,"3"
"3553",390084,"3"
"3554",390086,"3"
"3555",390090,"3"
"3556",390091,"4"
"3557",390093,"2"
"3558",390096,"2"
"3559",390097,"3"
"3560",390100,"4"
"3561",390101,"2"
"3562",390102,"4"
"3563",390104,"4"
"3564",390107,"4"
"3565",390110,"1"
"3566",390111,"3"
"3567",390112,"3"
"3568",390113,"2"
"3569",390114,"3"
"3570",390115,"2"
"3571",390116,"2"
"3572",390117,"3"
"3573",390118,"3"
"3574",390119,"1"
"3575",390123,"1"
"3576",390125,"2"
"3577",390127,"3"
"3578",390130,"3"
"3579",390133,"2"
"3580",390137,"2"
"3581",390138,"4"
"3582",390139,"4"
"3583",390142,"2"
"3584",390145,"4"
"3585",390146,"3"
"3586",390147,"3"
"3587",390150,"3"
"3588",390151,"3"
"3589",390153,"5"
"3590",390156,"2"
"3591",390157,"2"
"3592",390160,"2"
"3593",390162,"2"
"3594",390163,"4"
"3595",390164,"2"
"3596",390168,"4"
"3597",390173,"3"
"3598",390174,"2"
"3599",390178,"3"
"3600",390179,"5"
"3601",390180,"2"
"3602",390183,"4"
"3603",390184,"3"
"3604",390185,"4"
"3605",390192,"3"
"3606",390194,"2"
"3607",390195,"4"
"3608",390197,"3"
"3609",390198,"3"
"3610",390199,"4"
"3611",390201,"4"
"3612",390203,"4"
"3613",390204,"3"
"3614",390211,"2"
"3615",390217,"3"
"3616",390219,"3"
"3617",390220,"3"
"3618",390222,"4"
"3619",390223,"4"
"3620",390225,"3"
"3621",390226,"3"
"3622",390228,"4"
"3623",390231,"2"
"3624",390233,"4"
"3625",390236,"3"
"3626",390237,"2"
"3627",390256,"3"
"3628",390258,"4"
"3629",390263,"2"
"3630",390265,"4"
"3631",390266,"4"
"3632",390267,"3"
"3633",390268,"3"
"3634",390270,"3"
"3635",390272,"Not Available"
"3636",390278,"Not Available"
"3637",390290,"2"
"3638",390302,"Not Available"
"3639",390304,"2"
"3640",390307,"Not Available"
"3641",390312,"3"
"3642",390314,"5"
"3643",390316,"5"
"3644",390321,"4"
"3645",390322,"Not Available"
"3646",390323,"Not Available"
"3647",390324,"Not Available"
"3648",390325,"5"
"3649",390326,"4"
"3650",390327,"4"
"3651",390328,"4"
"3652",390329,"3"
"3653",391300,"4"
"3654",391301,"4"
"3655",391302,"3"
"3656",391303,"3"
"3657",391304,"Not Available"
"3658",391305,"3"
"3659",391306,"3"
"3660",391307,"4"
"3661",391308,"3"
"3662",391309,"3"
"3663",391312,"3"
"3664",391313,"3"
"3665",391314,"Not Available"
